Landscape,id,SurveyYear,WBI,HHwealth,Village,Lat,Long,vlgLat,vlgLong,Arrival,Livelihood1,Livelihood2,Livelihood3,Livelihood4,Gender,age,Ethnicity,indig,HHsize,BenefPa,BenefProject,HhTypeControl,female
lac_tele,6303,2021,.5766767859458923,619650,bouanela,.502934992313385,17.28945350646973,.5035881695041375,17.28819752959614,1980,fishing,agriculture,,,male,41,babole,0,15,1,1,0,0
lac_tele,66,2015,.512908935546875,94750,bouanela,.5031200051307678,17.28964042663574,.5035881695041375,17.28819752959614,,agriculture,hunt,,,male,40,Babole,0,5,,,,0
lac_tele,6307,2021,.5223796963691711,115220,bouanela,.5034883618354797,17.28892517089844,.5035881695041375,17.28819752959614,1997,agriculture,fishing,,,female,69,babole,0,6,1,0,1,1
lac_tele,6344,2021,.5251405835151672,152430,bouanela,.5035558938980103,17.2911262512207,.5035881695041375,17.28819752959614,1997,fishing,agriculture,alcoholicdistillation,smallbusiness,female,24,babole,0,4,1,1,0,1
lac_tele,6275,2021,.4968416392803192,309380,bouanela,.5035824179649353,17.28393936157227,.5035881695041375,17.28819752959614,1997,fishing,agriculture,,,male,59,babole,0,10,1,0,0,0
lac_tele,5610,2018,.2599225640296936,350237.5,bouanela,.5035881400108337,17.28819847106934,.5035881695041375,17.28819752959614,2017,agriculture,,alcoholicdistillation,fishing,female,36,babole,0,5,0,0,1,1
lac_tele,73,2015,.6801782846450806,345650,bouanela,.5035881400108337,17.28819847106934,.5035881695041375,17.28819752959614,,agriculture,fishing,,,male,40,,0,5,,,,0
lac_tele,5608,2018,.2614351511001587,411625,bouanela,.5035881400108337,17.28819847106934,.5035881695041375,17.28819752959614,1997,fishing,agriculture,alcoholicdistillation,,male,62,babole,0,8,0,1,1,0
lac_tele,6343,2021,.5522891283035278,627450,bouanela,.5035881400108337,17.28819847106934,.5035881695041375,17.28819752959614,2012,fishing,agriculture,alcoholicdistillation,livestock,male,47,babole,0,9,1,1,0,0
lac_tele,5607,2018,.290900319814682,973850,bouanela,.5035881400108337,17.28819847106934,.5035881695041375,17.28819752959614,2017,agriculture,alcoholicdistillation,,,female,27,babole,0,3,0,0,1,1
lac_tele,5606,2018,.2896297574043274,441500,bouanela,.5035881400108337,17.28819847106934,.5035881695041375,17.28819752959614,1970,fishing,agriculture,,,male,48,babole,0,8,0,0,1,0
lac_tele,70,2015,.4120763838291168,152750,bouanela,.5035881400108337,17.28819847106934,.5035881695041375,17.28819752959614,,agriculture,picking,,,female,38,,0,3,,,,1
lac_tele,5605,2018,.2878751158714294,329812.5,bouanela,.5035881400108337,17.28819847106934,.5035881695041375,17.28819752959614,1971,fishing,agriculture,,,male,38,babole,0,5,0,0,1,0
lac_tele,5604,2018,.3697362244129181,7320265.5,bouanela,.5035881400108337,17.28819847106934,.5035881695041375,17.28819752959614,1981,fishing,agriculture,business,,male,47,babole,0,6,0,1,0,0
lac_tele,5611,2018,.3308325409889221,3139062.5,bouanela,.5035881400108337,17.28819847106934,.5035881695041375,17.28819752959614,1970,employee,alcoholicdistillation,agriculture,,male,52,babole,0,4,1,0,0,0
lac_tele,5612,2018,.2759559750556946,517087.5,bouanela,.5035881400108337,17.28819847106934,.5035881695041375,17.28819752959614,1970,fishing,agriculture,alcoholicdistillation,,female,55,babole,0,6,1,1,0,1
lac_tele,68,2015,.3014044165611267,72400,bouanela,.5042700171470642,17.28865051269531,.5035881695041375,17.28819752959614,,agriculture,picking,,,female,25,,0,2,,,,1
lac_tele,80,2015,.5953242182731628,380400,bouanela,.5042799711227417,17.29023933410645,.5035881695041375,17.28819752959614,,agriculture,fishing,,,male,41,Babole,0,7,,,,0
lac_tele,83,2015,.6492304801940918,336550,bouanela,.5044500231742859,17.28731918334961,.5035881695041375,17.28819752959614,,agriculture,nurse,fishing,,male,39,Babole,0,7,,,,0
lac_tele,5493,2018,.1916747391223907,346625,bouanela,.5045149922370911,17.28848648071289,.5035881695041375,17.28819752959614,1942,agriculture,fishing,,,female,76,babole,0,3,0,1,1,1
lac_tele,6393,2021,.6343100070953369,380510,bouanela,.5045155882835388,17.28720283508301,.5035881695041375,17.28819752959614,2002,nurse,agriculture,fishing,smallbusiness,male,44,babole,0,6,0,1,0,0
lac_tele,6306,2021,.5450417995452881,273280,bouanela,.5045300126075745,17.288818359375,.5035881695041375,17.28819752959614,2021,alcoholicdistillation,fishing,,,female,43,babole,0,8,1,0,1,1
lac_tele,77,2015,.4260365068912506,65950,bouanela,.5047399997711182,17.29232025146484,.5035881695041375,17.28819752959614,,agriculture,picking,,,male,38,Babole,0,5,,,,0
lac_tele,79,2015,.5373812317848206,191600,bouanela,.5047799944877625,17.28616905212402,.5035881695041375,17.28819752959614,,agriculture,fishing,,,male,53,Babole,0,8,,,,0
lac_tele,6394,2021,.4974168241024017,544060,bouanela,.5048003196716309,17.28635215759277,.5035881695041375,17.28819752959614,1993,fishing,agriculture,alcoholicdistillation,,male,51,babole,0,12,1,0,1,0
lac_tele,65,2015,.4833908081054688,189150,bouanela,.5048099756240845,17.28619956970215,.5035881695041375,17.28819752959614,2005,agriculture,fishing,,,male,45,Babole,0,6,,,,0
lac_tele,6305,2021,.6983851790428162,639800,bouanela,.5049383044242859,17.28938674926758,.5035881695041375,17.28819752959614,1978,fishing,alcoholicdistillation,agriculture,,male,50,babole,0,8,1,0,0,0
lac_tele,63,2015,.676141619682312,292650,bouanela,.5050399899482727,17.28866004943848,.5035881695041375,17.28819752959614,1995,fishing,,,,male,40,Babole,0,6,,,,0
lac_tele,6302,2021,.7333561778068542,1197350,bouanela,.505079984664917,17.28866004943848,.5035881695041375,17.28819752959614,2012,employee,piroguier,fishing,agriculture,male,55,babole,0,14,1,0,0,0
lac_tele,6237,2021,.4670472145080566,196040,bouanela,.5052236914634705,17.29097175598145,.5035881695041375,17.28819752959614,1955,fishing,agriculture,,,female,60,babole,0,2,0,1,0,1
lac_tele,5412,2018,.2763189971446991,762350,bouanela,.5052499771118164,17.29019927978516,.5035881695041375,17.28819752959614,1997,agriculture,,,,female,48,babole,0,3,1,0,0,1
lac_tele,64,2015,.5362038612365723,337550,bouanela,.5052800178527832,17.28939056396484,.5035881695041375,17.28819752959614,2005,agriculture,business,fishing,,female,27,Babole,0,8,,,,1
lac_tele,5448,2018,.2191432863473892,365062.5,bouanela,.5053200125694275,17.28709030151367,.5035881695041375,17.28819752959614,1953,agriculture,,,,female,65,babole,0,2,0,0,0,1
lac_tele,5409,2018,.2191432863473892,302187.5,bouanela,.5053600072860718,17.28766059875488,.5035881695041375,17.28819752959614,1956,agriculture,,,,female,62,babole,0,3,0,0,0,1
lac_tele,88,2015,.6777394413948059,783550,bouanela,.5054299831390381,17.28657913208008,.5035881695041375,17.28819752959614,1998,agriculture,sewing,mecanic,mecanic,male,40,Babole,0,5,,,,0
lac_tele,78,2015,.5748044848442078,257450,bouanela,.5054399967193604,17.28774070739746,.5035881695041375,17.28819752959614,,agriculture,,,,male,52,Babole,0,9,,,,0
lac_tele,6309,2021,.5533244013786316,510420,bouanela,.5055266618728638,17.2877197265625,.5035881695041375,17.28819752959614,1977,agriculture,alcoholicdistillation,smallbusiness,,female,67,babole,0,5,0,0,0,1
lac_tele,6274,2021,.5530943870544434,379250,bouanela,.5056051015853882,17.29232406616211,.5035881695041375,17.28819752959614,2011,fishing,agriculture,,,female,68,babole,0,8,0,0,1,1
lac_tele,6341,2021,.7064377069473267,1109650,bouanela,.5057260394096375,17.28739929199219,.5035881695041375,17.28819752959614,1998,agriculture,mason,sewing,mecanic,male,47,mbochis,0,9,1,1,0,0
lac_tele,5411,2018,.291565865278244,3237112.5,bouanela,.5058299899101257,17.2894401550293,.5035881695041375,17.28819752959614,1974,painting,,,,male,44,babole,0,6,1,0,0,0
lac_tele,90,2015,.5882600545883179,344400,bouanela,.5062299966812134,17.28754997253418,.5035881695041375,17.28819752959614,2005,agriculture,sewing,,,female,53,Babole,0,5,,,,1
lac_tele,6240,2021,.4959213733673096,416740,bouanela,.5063019990921021,17.29179191589355,.5035881695041375,17.28819752959614,2004,fishing,agriculture,,,male,51,babole,0,5,0,0,1,0
lac_tele,5559,2018,.3305300176143646,5280400,bouanela,.506380021572113,17.28775024414063,.5035881695041375,17.28819752959614,1965,hunt,fishing,agriculture,,female,59,babole,0,4,0,0,0,1
lac_tele,74,2015,.556303083896637,52950,bouanela,.5063999891281128,17.29169082641602,.5035881695041375,17.28819752959614,,agriculture,hunt,fishing,,male,31,Babole,0,6,,,,0
lac_tele,5490,2018,.2195063084363937,2818087.5,bouanela,.5064066648483276,17.29173469543457,.5035881695041375,17.28819752959614,1986,fishing,agriculture,,,male,32,babole,0,16,1,1,1,0
lac_tele,81,2015,.7346732616424561,356950,bouanela,.5064499974250793,17.29063034057617,.5035881695041375,17.28819752959614,,agriculture,business,livestock,,male,37,Mbochis,0,7,,,,0
lac_tele,6239,2021,.4665870666503906,170650,bouanela,.5064942240715027,17.29093933105469,.5035881695041375,17.28819752959614,2019,fishing,agriculture,,,female,58,babole,0,8,1,1,0,1
lac_tele,6236,2021,.7278344631195068,707150,bouanela,.5064970850944519,17.29060363769531,.5035881695041375,17.28819752959614,2009,business,livestock,agriculture,,male,44,mbochis,0,7,0,0,1,0
lac_tele,62,2015,.562610387802124,313350,bouanela,.5065199732780457,17.29105949401855,.5035881695041375,17.28819752959614,,agriculture,business,sewing,,female,55,Babole,0,10,,,,1
lac_tele,5410,2018,.1904041618108749,138312.5,bouanela,.5065299868583679,17.29048919677734,.5035881695041375,17.28819752959614,1994,student,,,,male,41,babole,0,3,1,0,0,0
lac_tele,5494,2018,.3148596584796906,1101937.5,bouanela,.5065783262252808,17.29332733154297,.5035881695041375,17.28819752959614,2003,agriculture,fishing,,,male,43,babole,0,6,0,0,1,0
lac_tele,6270,2021,.5252556204795837,342970,bouanela,.5065925717353821,17.29331588745117,.5035881695041375,17.28819752959614,2008,hunt,fishing,agriculture,,female,50,babole,0,4,0,0,1,1
lac_tele,71,2015,.420654296875,150100,bouanela,.506600022315979,17.28887939453125,.5035881695041375,17.28819752959614,,agriculture,,,,female,52,Babole,0,3,,,,1
lac_tele,61,2015,.5727020502090454,182250,bouanela,.5066400170326233,17.28926086425781,.5035881695041375,17.28819752959614,,agriculture,business,fishing,,male,60,Babole,0,7,,,,0
lac_tele,6340,2021,.4970717132091522,658420,bouanela,.5067445039749146,17.2875919342041,.5035881695041375,17.28819752959614,2011,agriculture,fishing,fishbushmeattrade,alcoholicdistillation,female,56,babole,0,21,0,0,1,1
lac_tele,87,2015,.6173576712608337,458900,bouanela,.5067700147628784,17.28759956359863,.5035881695041375,17.28819752959614,2002,agriculture,fishing,,,female,60,Bambomba,0,11,,,,1
lac_tele,6241,2021,.4408189654350281,333590,bouanela,.5069792866706848,17.29136085510254,.5035881695041375,17.28819752959614,1982,fishing,agriculture,,,male,62,banguidi,0,4,0,1,0,0
lac_tele,5492,2018,.192582294344902,587750,bouanela,.5070966482162476,17.28827095031738,.5035881695041375,17.28819752959614,1985,agriculture,fishing,,,female,33,babole,0,7,1,0,1,1
lac_tele,6342,2021,.5475726127624512,276110,bouanela,.507121205329895,17.28837394714355,.5035881695041375,17.28819752959614,1985,agriculture,fishing,smallbusiness,fishbushmeattrade,female,36,babole,0,6,0,0,1,1
lac_tele,6304,2021,.6892973184585571,1112850,bouanela,.5072283148765564,17.2886905670166,.5035881695041375,17.28819752959614,1999,business,livestock,agriculture,,female,47,babole,0,4,1,0,1,1
lac_tele,5557,2018,.2201718389987946,4731750,bouanela,.5072699785232544,17.28828048706055,.5035881695041375,17.28819752959614,1965,fishing,agriculture,,,female,53,babole,0,9,1,0,1,1
lac_tele,69,2015,.4756538569927216,188750,bouanela,.5073999762535095,17.28879928588867,.5035881695041375,17.28819752959614,,hunt,,,,male,72,Babole,0,3,,,,0
lac_tele,82,2015,.4775880873203278,196400,bouanela,.5075799822807312,17.29100036621094,.5035881695041375,17.28819752959614,1983,agriculture,fishing,,,male,56,Babole,0,5,,,,0
lac_tele,6235,2021,.4408189654350281,535500,bouanela,.5077298283576965,17.28999137878418,.5035881695041375,17.28819752959614,1963,teacher,agriculture,fishing,,male,58,babole,0,13,1,0,1,0
lac_tele,5560,2018,.2606486082077026,534750,bouanela,.5077800154685974,17.28957939147949,.5035881695041375,17.28819752959614,1976,fishing,agriculture,,,female,42,babole,0,8,0,0,1,1
lac_tele,84,2015,.5696744918823242,411000,bouanela,.5078099966049194,17.28998947143555,.5035881695041375,17.28819752959614,,agriculture,business,teacher,fishing,male,47,Babole,0,11,,,,0
lac_tele,85,2015,.535026490688324,606250,bouanela,.5078099966049194,17.2895393371582,.5035881695041375,17.28819752959614,2001,agriculture,business,fishing,,male,39,RCA,0,9,,,,0
lac_tele,6238,2021,.6029050946235657,912300,bouanela,.5078755021095276,17.28959083557129,.5035881695041375,17.28819752959614,2007,fishing,agriculture,,,male,51,babole,0,16,0,0,1,0
lac_tele,6269,2021,.5235300660133362,418100,bouanela,.5080756545066833,17.29325103759766,.5035881695041375,17.28819752959614,1978,fishing,hunt,,,male,43,babole,0,7,1,0,0,0
lac_tele,86,2015,.5059288740158081,284350,bouanela,.5081300139427185,17.29299926757813,.5035881695041375,17.28819752959614,,agriculture,fishing,,,male,33,Babole,0,9,,,,0
lac_tele,72,2015,.4443697035312653,107900,bouanela,.508620023727417,17.28812026977539,.5035881695041375,17.28819752959614,,agriculture,,,,male,48,Babole,0,5,,,,0
lac_tele,89,2015,.4481540620326996,99750,bouanela,.5086299777030945,17.29512977600098,.5035881695041375,17.28819752959614,,agriculture,,,,female,33,Babole,0,4,,,,1
lac_tele,6271,2021,.5527492761611938,330150,bouanela,.5086709260940552,17.29433822631836,.5035881695041375,17.28819752959614,1982,fishing,agriculture,,,male,43,babole,0,8,0,0,1,0
lac_tele,76,2015,.449079155921936,168850,bouanela,.5095900297164917,17.29248046875,.5035881695041375,17.28819752959614,,agriculture,,,,female,64,Babole,0,1,,,,1
lac_tele,6273,2021,.5501034259796143,248650,bouanela,.5096005797386169,17.29327011108398,.5035881695041375,17.28819752959614,1969,fishing,agriculture,,,female,52,babole,0,5,1,1,0,1
lac_tele,5408,2018,.2627057135105133,449025,bouanela,.5098599791526794,17.29317092895508,.5035881695041375,17.28819752959614,1969,agriculture,,,,female,49,babole,0,9,0,1,0,1
lac_tele,5449,2018,.2339061200618744,2585337.5,bouanela,.509880006313324,17.29314994812012,.5035881695041375,17.28819752959614,1978,agriculture,,,,female,40,babole,0,7,0,0,0,1
lac_tele,5558,2018,.2170256674289703,535937.5,bouanela,.5099700093269348,17.2936897277832,.5035881695041375,17.28819752959614,1978,fishing,agriculture,,,male,40,babole,0,10,0,0,1,0
lac_tele,5413,2018,.2205348610877991,807937.5,bouanela,.5102499723434448,17.29402923583984,.5035881695041375,17.28819752959614,1967,fishing,artisan,,,male,51,babole,0,6,1,0,0,0
lac_tele,75,2015,.6550332307815552,355400,bouanela,.5103999972343445,17.29402923583984,.5035881695041375,17.28819752959614,,agriculture,livestock,,,male,69,Babole,0,4,,,,0
lac_tele,6272,2021,.6549014449119568,1151810,bouanela,.5105893015861511,17.29401206970215,.5035881695041375,17.28819752959614,1946,livestock,agriculture,,,male,75,babole,0,6,1,1,0,0
lac_tele,5491,2018,.321152001619339,10834912,bouanela,.5106983184814453,17.29402351379395,.5035881695041375,17.28819752959614,1946,agriculture,livestock,fishing,,male,72,babole,0,8,1,1,0,0
lac_tele,6348,2021,.6014096140861511,674550,botongo,.8523241877555847,17.09618759155273,.8552006835016794,17.09692397496486,2018,fishing,hunt,agriculture,livestock,female,47,babole,0,15,0,0,1,1
lac_tele,6316,2021,.4669322073459625,214700,botongo,.8523849844932556,17.09501075744629,.8552006835016794,17.09692397496486,2005,fishing,agriculture,,,male,38,babole,0,9,0,0,1,0
lac_tele,6314,2021,.5214593410491943,406300,botongo,.8524600267410278,17.09405899047852,.8552006835016794,17.09692397496486,2007,fishing,agriculture,,,male,44,babole,0,9,0,0,1,0
lac_tele,6317,2021,.4389784038066864,192800,botongo,.8526116609573364,17.09560775756836,.8552006835016794,17.09692397496486,1987,fishing,agriculture,,,male,44,babole,0,9,1,0,1,0
lac_tele,118,2015,.3606088757514954,122950,botongo,.8529199957847595,17.09527015686035,.8552006835016794,17.09692397496486,,agriculture,fishing,,,male,32,Babole,0,6,,,,0
lac_tele,117,2015,.3929021954536438,277800,botongo,.8530200123786926,17.09544944763184,.8552006835016794,17.09692397496486,,agriculture,fishing,,,male,35,Babole,0,7,,,,0
lac_tele,6278,2021,.4943108260631561,182500,botongo,.8530696630477905,17.09539413452148,.8552006835016794,17.09692397496486,2017,agriculture,fishing,,,female,38,babole,0,8,0,0,1,1
lac_tele,113,2015,.5683289766311646,139050,botongo,.853190004825592,17.09584999084473,.8552006835016794,17.09692397496486,,agriculture,fishing,,,male,38,Babole,0,6,,,,0
lac_tele,5500,2018,.246369794011116,540250,botongo,.8533116579055786,17.09571075439453,.8552006835016794,17.09692397496486,1990,agriculture,fishing,,,male,41,babole,0,6,0,0,1,0
lac_tele,5496,2018,.1747338026762009,310237.5,botongo,.8533283472061157,17.09454345703125,.8552006835016794,17.09692397496486,1985,fishing,agriculture,,,male,37,babole,0,3,0,0,1,0
lac_tele,6277,2021,.4968416392803192,219450,botongo,.853342592716217,17.09671974182129,.8552006835016794,17.09692397496486,1971,fishing,agriculture,,,male,73,babole,0,7,1,0,0,0
lac_tele,114,2015,.5638718008995056,223850,botongo,.8534799814224243,17.09666061401367,.8552006835016794,17.09692397496486,,agriculture,fishing,,,male,48,Babole,0,7,,,,0
lac_tele,99,2015,.4752333760261536,286450,botongo,.8535799980163574,17.09737014770508,.8552006835016794,17.09692397496486,2005,agriculture,fishing,,,female,90,Babole,0,8,,,,1
lac_tele,120,2015,.4465562105178833,169000,botongo,.8536199927330017,17.09833908081055,.8552006835016794,17.09692397496486,,agriculture,fishing,,,male,31,Babole,0,6,,,,0
lac_tele,6350,2021,.4425445199012756,876640,botongo,.8536592125892639,17.09739303588867,.8552006835016794,17.09692397496486,1956,agriculture,alcoholicdistillation,fishing,livestock,female,65,babole,0,13,0,0,1,1
lac_tele,107,2015,.5340173244476318,174850,botongo,.8538600206375122,17.09552574157715,.8552006835016794,17.09692397496486,,agriculture,fishing,,,male,34,Babole,0,6,,,,0
lac_tele,106,2015,.5052560567855835,146450,botongo,.8539900183677673,17.09754943847656,.8552006835016794,17.09692397496486,,agriculture,fishing,,,male,41,Babole,0,8,,,,0
lac_tele,6243,2021,.466817170381546,270540,botongo,.8540236949920654,17.09714889526367,.8552006835016794,17.09692397496486,1974,fishing,agriculture,,,male,47,babole,0,7,1,1,0,0
lac_tele,6279,2021,.525025486946106,298900,botongo,.8541168570518494,17.0943546295166,.8552006835016794,17.09692397496486,2012,agriculture,fishing,,,male,64,babole,0,6,0,0,1,0
lac_tele,5616,2018,.2889642119407654,481750,botongo,.8541200160980225,17.09712028503418,.8552006835016794,17.09692397496486,1982,fishing,agriculture,alcoholicdistillation,,male,36,babole,0,6,0,0,1,0
lac_tele,6300,2021,.4688878059387207,162190,botongo,.8541877269744873,17.0960865020752,.8552006835016794,17.09692397496486,1982,fishing,agriculture,,,female,66,babole,0,7,0,0,1,1
lac_tele,5617,2018,.2455832660198212,464975,botongo,.8542299866676331,17.09412956237793,.8552006835016794,17.09692397496486,1997,agriculture,fishing,alcoholicdistillation,,female,36,babole,0,6,0,0,1,1
lac_tele,116,2015,.5068539381027222,326900,botongo,.8542900085449219,17.09556007385254,.8552006835016794,17.09692397496486,,agriculture,livestock,fishing,,male,54,Babole,0,8,,,,0
lac_tele,105,2015,.3299133777618408,90950,botongo,.8543300032615662,17.09733963012695,.8552006835016794,17.09692397496486,,agriculture,fishing,,,female,57,Babole,0,3,,,,1
lac_tele,6276,2021,.5505635738372803,186410,botongo,.8543440699577332,17.09730339050293,.8552006835016794,17.09692397496486,1988,fishing,hunt,agriculture,,male,39,babole,0,5,1,0,1,0
lac_tele,6242,2021,.5213443636894226,371550,botongo,.8543590903282166,17.09604263305664,.8552006835016794,17.09692397496486,1982,agriculture,alcoholicdistillation,,,female,39,babole,0,16,0,1,0,1
lac_tele,5417,2018,.2336035966873169,201875,botongo,.8543599843978882,17.09737014770508,.8552006835016794,17.09692397496486,1958,agriculture,fishing,,,female,60,babole,0,9,0,0,0,1
lac_tele,96,2015,.4200656116008759,126050,botongo,.8543599843978882,17.0941104888916,.8552006835016794,17.09692397496486,2005,agriculture,fishing,,,female,32,Batanga,0,7,,,,1
lac_tele,6349,2021,.4986822307109833,448360,botongo,.8543606400489807,17.09412002563477,.8552006835016794,17.09692397496486,1999,fishing,agriculture,alcoholicdistillation,artisan,female,38,babole,0,10,1,0,1,1
lac_tele,100,2015,.5399882197380066,387050,botongo,.8544099926948547,17.09598922729492,.8552006835016794,17.09692397496486,2005,agriculture,business,fishing,,female,33,Babole,0,11,,,,1
lac_tele,5414,2018,.2778920829296112,365937.5,botongo,.8544700145721436,17.09600067138672,.8552006835016794,17.09692397496486,1982,agriculture,,,,female,36,babole,0,8,1,0,0,1
lac_tele,119,2015,.2641493678092957,77050,botongo,.8544700145721436,17.09806060791016,.8552006835016794,17.09692397496486,,agriculture,business,,,female,49,Babole,0,4,,,,1
lac_tele,5636,2018,.274261862039566,326887.5,botongo,.8544999957084656,17.09637069702148,.8552006835016794,17.09692397496486,1984,fishing,agriculture,,,male,40,babole,0,7,1,1,0,0
lac_tele,6280,2021,.6276378631591797,468280,botongo,.8545213937759399,17.09704971313477,.8552006835016794,17.09692397496486,1983,fishing,agriculture,,,male,38,babole,0,6,1,1,0,0
lac_tele,94,2015,.4198133051395416,135400,botongo,.8545799851417542,17.09647941589355,.8552006835016794,17.09692397496486,,agriculture,fishing,,,male,37,Babole,0,6,,,,0
lac_tele,6346,2021,.4649766087532043,349220,botongo,.8546311855316162,17.09653472900391,.8552006835016794,17.09692397496486,2002,agriculture,fishing,alcoholicdistillation,smallbusiness,male,43,babole,0,7,1,1,0,0
lac_tele,5421,2018,.2637342810630798,1654812.5,botongo,.8546599745750427,17.09770011901855,.8552006835016794,17.09692397496486,2002,fishing,,,,male,41,kaka,0,2,0,0,0,0
lac_tele,6319,2021,.4107944965362549,168030,botongo,.8547366857528687,17.0959644317627,.8552006835016794,17.09692397496486,1994,agriculture,fishing,,,female,31,babole,0,5,0,0,1,1
lac_tele,97,2015,.3876040875911713,78750,botongo,.8547400236129761,17.09568023681641,.8552006835016794,17.09692397496486,,agriculture,brickwork,fishing,,female,60,Babole,0,3,,,,1
lac_tele,104,2015,.5859053134918213,254350,botongo,.8547400236129761,17.09774971008301,.8552006835016794,17.09692397496486,2002,agriculture,livestock,fishing,,male,38,Kaka,0,2,,,,0
lac_tele,6390,2021,.4380581080913544,150400,botongo,.854764461517334,17.09812545776367,.8552006835016794,17.09692397496486,1967,agriculture,fishing,,,female,54,babole,0,10,0,1,0,1
lac_tele,5613,2018,.1303848028182983,242687.5,botongo,.8547800183296204,17.0958309173584,.8552006835016794,17.09692397496486,2000,agriculture,fishing,,,female,63,babole,0,4,0,0,1,1
lac_tele,5497,2018,.2040174454450607,494375,botongo,.854794979095459,17.09777069091797,.8552006835016794,17.09692397496486,1999,agriculture,alcoholicdistillation,fishing,,female,33,babole,0,3,0,0,1,1
lac_tele,102,2015,.5340173244476318,95200,botongo,.8548399806022644,17.09836006164551,.8552006835016794,17.09692397496486,,agriculture,mecanic,,,male,59,Babole,0,9,,,,0
lac_tele,93,2015,.5947355031967163,220600,botongo,.8548700213432312,17.09683990478516,.8552006835016794,17.09692397496486,,agriculture,business,fishing,,male,65,Babole,0,5,,,,0
lac_tele,6310,2021,.5505635738372803,332070,botongo,.8548883199691772,17.09772109985352,.8552006835016794,17.09692397496486,1967,fishing,agriculture,,,male,54,babole,0,10,0,0,1,0
lac_tele,6352,2021,.4134403467178345,133760,botongo,.8548957705497742,17.09589385986328,.8552006835016794,17.09692397496486,1990,agriculture,fishing,,,female,75,babole,0,4,1,1,0,1
lac_tele,110,2015,.4773358106613159,149700,botongo,.8549200296401978,17.09790992736816,.8552006835016794,17.09692397496486,,agriculture,fishing,,,female,35,,0,6,,,,1
lac_tele,5501,2018,.2343296259641647,302750,botongo,.8550099730491638,17.09659957885742,.8552006835016794,17.09692397496486,2003,agriculture,fishing,alcoholicdistillation,,male,46,babole,0,4,0,0,1,0
lac_tele,109,2015,.511142909526825,261150,botongo,.8550099730491638,17.09659957885742,.8552006835016794,17.09692397496486,,agriculture,business,fishing,,male,43,Babole,0,7,,,,0
lac_tele,5614,2018,.3042715489864349,493737.5,botongo,.8550099730491638,17.09679985046387,.8552006835016794,17.09692397496486,1948,fishing,agriculture,,,male,70,babole,0,7,1,1,0,0
lac_tele,5619,2018,.2749274075031281,451125,botongo,.8550199866294861,17.09833908081055,.8552006835016794,17.09692397496486,1990,agriculture,alcoholicdistillation,fishing,,female,22,babole,0,7,0,0,1,1
lac_tele,5415,2018,.2937439680099487,2695812.5,botongo,.8550199866294861,17.09833908081055,.8552006835016794,17.09692397496486,1956,carpenter,agriculture,,,male,62,babole,0,7,0,0,0,0
lac_tele,6345,2021,.437367856502533,419590,botongo,.8550549149513245,17.09576797485352,.8552006835016794,17.09692397496486,2007,agriculture,fishing,artisan,alcoholicdistillation,male,25,babole,0,12,1,0,1,0
lac_tele,5418,2018,.1761253625154495,138325,botongo,.8550800085067749,17.09639930725098,.8552006835016794,17.09692397496486,1939,agriculture,,,,female,79,babole,0,4,0,0,0,1
lac_tele,95,2015,.5622739791870117,178600,botongo,.8551099896430969,17.09575080871582,.8552006835016794,17.09692397496486,2005,agriculture,hunt,fishing,,male,20,Babole,0,10,,,,0
lac_tele,5416,2018,.2783761024475098,897112.5,botongo,.8551200032234192,17.0965690612793,.8552006835016794,17.09692397496486,1974,fishing,agriculture,livestock,,male,44,babole,0,10,1,0,0,0
lac_tele,5563,2018,.2023838460445404,122750,botongo,.8552007079124451,17.096923828125,.8552006835016794,17.09692397496486,1994,agriculture,fishing,,,male,61,babole,0,8,0,0,1,0
lac_tele,115,2015,.5658060312271118,658450,botongo,.8552007079124451,17.096923828125,.8552006835016794,17.09692397496486,,agriculture,business,fishing,,male,40,Babole,0,11,,,,0
lac_tele,5531,2018,.2750484347343445,375687.5,botongo,.8552007079124451,17.096923828125,.8552006835016794,17.09692397496486,1967,agriculture,fishing,,,male,51,babole,0,5,0,0,1,0
lac_tele,5530,2018,.2628872394561768,206312.5,botongo,.8552007079124451,17.096923828125,.8552006835016794,17.09692397496486,1983,agriculture,fishing,,,male,35,babole,0,4,1,0,1,0
lac_tele,5562,2018,.2334825843572617,226750,botongo,.8552007079124451,17.096923828125,.8552006835016794,17.09692397496486,1983,agriculture,fishing,,,female,35,babole,0,7,0,0,1,1
lac_tele,5561,2018,.328714907169342,559625,botongo,.8552007079124451,17.096923828125,.8552006835016794,17.09692397496486,1983,agriculture,fishing,carpenter,,male,35,babole,0,6,1,1,0,0
lac_tele,6347,2021,.4681976139545441,236070,botongo,.8552007079124451,17.096923828125,.8552006835016794,17.09692397496486,1992,agriculture,fishing,alcoholicdistillation,,female,29,babole,0,6,1,0,1,1
lac_tele,5553,2018,.1605154871940613,93475,botongo,.8552007079124451,17.096923828125,.8552006835016794,17.09692397496486,1967,agriculture,fishing,,,female,51,babole,0,7,0,0,1,1
lac_tele,91,2015,.629047155380249,235950,botongo,.8552600145339966,17.09745025634766,.8552006835016794,17.09692397496486,1995,agriculture,artisan,fishing,,male,86,Babole,0,2,,,,0
lac_tele,103,2015,.3552266359329224,114050,botongo,.8552600145339966,17.0977897644043,.8552006835016794,17.09692397496486,2005,agriculture,business,livestock,,female,49,Babole,0,4,,,,1
