Landscape,id,SurveyYear,WBI,HHwealth,Village,Lat,Long,vlgLat,vlgLong,Arrival,Livelihood1,Livelihood2,Livelihood3,Livelihood4,Gender,age,Ethnicity,indig,HHsize,BenefPa,BenefProject,HhTypeControl,female
ituri,2213,2017,.3027973771095276,49.50538635253906,molokay,1.435688,28.281907,1.4355354,28.279814,1985,hunt,,,,man,32,pygmy,1,4,1,0,0,0
ituri,2214,2017,.3603736460208893,41.38752746582031,molokay,1.435688,28.281907,1.4355354,28.279814,1969,hunt,daily,,,man,48,pygmy,1,6,1,0,0,0
ituri,2216,2017,.2714129388332367,27.63230895996094,molokay,1.435858,28.280665,1.4355354,28.279814,1990,hunt,,,,man,27,pygmy,1,7,0,0,0,0
ituri,2199,2017,.471708208322525,92.41921234130859,molokay,1.435883,28.279602,1.4355354,28.279814,1980,agriculture,,,,woman,67,bantou,0,11,0,1,0,1
ituri,2202,2017,.4693664610385895,230.6129913330078,molokay,1.435893,28.279228,1.4355354,28.279814,1993,agriculture,,,,man,38,bantou,0,6,1,1,0,0
ituri,900,2015,.4452299177646637,,molokay,1.4359,28.27915,1.4355354,28.279814,,agriculture,,,,woman,65,bantou,0,4,,,0,1
ituri,2220,2017,.5296663045883179,120.4154891967773,molokay,1.435902,28.281157,1.4355354,28.279814,2007,agriculture,smallbusiness,,,man,48,bantou,0,5,1,1,0,0
ituri,953,2015,.4804416596889496,,molokay,1.43597,28.27917,1.4355354,28.279814,,agriculture,,,,woman,33,bantou,0,5,,,0,1
ituri,945,2015,.416279524564743,,molokay,1.43603,28.27973,1.4355354,28.279814,,agriculture,,,,man,70,bantou,0,3,,,0,0
ituri,2217,2017,.4383129179477692,90.30049896240234,molokay,1.436112,28.279427,1.4355354,28.279814,1986,agriculture,,,,woman,65,bantou,0,4,1,1,0,1
ituri,970,2015,.5220157504081726,,molokay,1.43617,28.27818,1.4355354,28.279814,,agriculture,,,,woman,32,bantou,0,4,,,0,1
ituri,998,2015,.5593482851982117,,molokay,1.43628,28.27865,1.4355354,28.279814,,agriculture,,,,man,45,bantou,0,3,,,0,0
ituri,1010,2015,.3928162753582001,,molokay,1.4365,28.27812,1.4355354,28.279814,,agriculture,,,,woman,58,bantou,0,5,,,0,1
ituri,2219,2017,.3288365006446838,131.8192901611328,molokay,1.436547,28.279313,1.4355354,28.279814,1999,agriculture,carpenter,,,man,53,bantou,0,2,0,0,0,0
ituri,2218,2017,.417237251996994,136.886474609375,molokay,1.436547,28.279313,1.4355354,28.279814,1993,agriculture,hunt,,,man,61,bantou,0,6,0,1,0,0
ituri,897,2015,.5469939112663269,,molokay,1.43688,28.27663,1.4355354,28.279814,,agriculture,,,,man,41,bantou,0,8,,,0,0
ituri,2211,2017,.3611118197441101,54.7016487121582,molokay,1.436917,28.278228,1.4355354,28.279814,1988,agriculture,,,,man,59,bantou,0,1,1,0,0,0
ituri,3363,2019,.3151214420795441,30.34807586669922,molokay,1.43694,28.258693,1.4355354,28.279814,1985,agriculture,fishing,,,man,34,bantou,0,6,1,1,0,0
ituri,2205,2017,.1824012994766235,170.2948150634766,molokay,1.43721,28.258712,1.4355354,28.279814,1951,agriculture,,,,man,66,bantou,0,4,0,1,0,0
ituri,2204,2017,.0917097255587578,27.60505294799805,molokay,1.43721,28.258712,1.4355354,28.279814,1942,agriculture,,,,man,75,bantou,0,2,0,1,0,0
ituri,2203,2017,.1799322962760925,38.59719848632813,molokay,1.43721,28.258712,1.4355354,28.279814,1959,agriculture,,,,man,58,bantou,0,2,0,0,0,0
ituri,975,2015,.4477546513080597,,molokay,1.43723,28.2831,1.4355354,28.279814,,agriculture,,,,man,70,bantou,0,3,,,0,0
ituri,984,2015,.4200834631919861,,molokay,1.43725,28.28017,1.4355354,28.279814,,agriculture,,,,man,45,bantou,0,3,,,0,0
ituri,967,2015,.5319127440452576,,molokay,1.43832,28.28167,1.4355354,28.279814,,agriculture,,,,man,60,bantou,0,8,,,0,0
ituri,924,2015,.4282973408699036,,molokay,1.43868,28.28168,1.4355354,28.279814,,agriculture,,,,man,64,bantou,0,2,,,0,0
ituri,913,2015,.4601427316665649,,molokay,1.43873,28.28308,1.4355354,28.279814,,agriculture,,,,man,56,bantou,0,2,,,0,0
ituri,844,2015,.4179290235042572,,molokay,1.44273,28.28205,1.4355354,28.279814,,agriculture,,,,woman,82,bantou,0,1,,,0,1
ituri,902,2015,.3169730007648468,,molokay,1.4442,28.28315,1.4355354,28.279814,,agriculture,,,,man,58,bantou,0,2,,,0,0
ituri,928,2015,.422372579574585,,molokay,1.44428,28.28317,1.4355354,28.279814,,agriculture,,,,man,53,bantou,0,4,,,0,0
ituri,994,2015,.4693664610385895,,molokay,1.44502,28.2832,1.4355354,28.279814,,agriculture,,,,woman,23,bantou,0,2,,,0,1
ituri,1051,2015,.4294755160808563,,ekwe,1.4525,29.04929,1.4566646,29.049423,,agriculture,,,,man,24,bantou,0,4,,,0,0
ituri,1029,2015,.4276240468025208,,ekwe,1.45409,29.04948,1.4566646,29.049423,,agriculture,,,,woman,,bantou,0,2,,,0,1
ituri,1040,2015,.4652931988239288,,ekwe,1.45537,29.04991,1.4566646,29.049423,,agriculture,,,,man,30,bantou,0,8,,,0,0
ituri,1041,2015,.2792028486728668,,ekwe,1.4554,29.05055,1.4566646,29.049423,,daily,,,,man,40,autochtones,1,4,,,0,0
ituri,4334,2021,.3097158074378967,72.26085662841797,ekwe,1.455455,29.04916,1.4566646,29.049423,1985,hunt,fishing,agriculture,,man,36,pygmy,1,5,1,0,1,0
ituri,4324,2021,.3428150117397308,113.6211318969727,ekwe,1.455455,29.04916,1.4566646,29.049423,1990,agriculture,,,,man,31,bantou,0,6,0,0,1,0
ituri,4329,2021,.4070476591587067,221.2551879882813,ekwe,1.455455,29.04916,1.4566646,29.049423,1976,agriculture,alcoholicdistillation,,,man,61,bantou,0,6,1,0,1,0
ituri,4326,2021,.4013817608356476,220.12548828125,ekwe,1.455455,29.04916,1.4566646,29.049423,2001,agriculture,alcoholicdistillation,business,,man,51,bantou,0,7,1,0,1,0
ituri,4327,2021,.4048217833042145,186.6345367431641,ekwe,1.455455,29.04916,1.4566646,29.049423,1982,agriculture,alcoholicdistillation,,,man,49,bantou,0,6,1,0,1,0
ituri,4337,2021,.4810221791267395,1188.233764648438,ekwe,1.455455,29.04916,1.4566646,29.049423,1997,agriculture,woodworking,,,man,30,bantou,0,7,1,0,1,0
ituri,4325,2021,.6318908333778381,364.3378601074219,ekwe,1.455455,29.04916,1.4566646,29.049423,2019,teacher,agriculture,alcoholicdistillation,,man,31,bantou,0,6,1,0,1,0
ituri,4322,2021,.5849738121032715,199.3147583007813,ekwe,1.455455,29.04916,1.4566646,29.049423,1986,agriculture,alcoholicdistillation,,,woman,69,bantou,0,2,1,0,1,1
ituri,4321,2021,.278582364320755,71.75565338134766,ekwe,1.455455,29.04916,1.4566646,29.049423,1983,agriculture,alcoholicdistillation,,,woman,30,bantou,0,5,1,0,1,1
ituri,4330,2021,.3102072477340698,30.34807586669922,ekwe,1.455455,29.04916,1.4566646,29.049423,1960,agriculture,alcoholicdistillation,,,man,67,bantou,0,2,1,0,1,0
ituri,4336,2021,.3659410774707794,94.31250762939453,ekwe,1.455455,29.04916,1.4566646,29.049423,1997,agriculture,sewing,,,man,51,bantou,0,5,1,0,1,0
ituri,4335,2021,.3436244130134583,99.818603515625,ekwe,1.455455,29.04916,1.4566646,29.049423,1997,agriculture,alcoholicdistillation,,,woman,59,bantou,0,5,1,0,1,1
ituri,4331,2021,.2782065570354462,72.21355438232422,ekwe,1.455455,29.04916,1.4566646,29.049423,1971,hunt,agriculture,,,woman,61,pygmy,1,5,1,0,1,1
ituri,4333,2021,.3428150117397308,86.01607513427734,ekwe,1.455455,29.04916,1.4566646,29.049423,1991,agriculture,fishing,hunt,,man,33,pygmy,1,4,1,0,1,0
ituri,4328,2021,.3416586816310883,102.9262084960938,ekwe,1.455455,29.04916,1.4566646,29.049423,1985,agriculture,alcoholicdistillation,,,man,65,bantou,0,5,1,0,1,0
ituri,4320,2021,.4014973938465118,94.31250762939453,ekwe,1.455455,29.04916,1.4566646,29.049423,1994,agriculture,alcoholicdistillation,,,woman,63,bantou,0,10,1,0,1,1
ituri,4323,2021,.404619425535202,171.2171173095703,ekwe,1.455455,29.04916,1.4566646,29.049423,1967,agriculture,alcoholicdistillation,,,woman,54,bantou,0,10,1,0,1,1
ituri,4332,2021,.2781776785850525,77.76695251464844,ekwe,1.455455,29.04916,1.4566646,29.049423,1970,hunt,agriculture,,,man,51,pygmy,1,4,1,0,1,0
ituri,1078,2015,.4545546174049377,,ekwe,1.45557,29.04946,1.4566646,29.049423,,agriculture,,,,man,75,bantou,0,7,,,0,0
ituri,1033,2015,.3163670599460602,,ekwe,1.45573,29.0505,1.4566646,29.049423,,daily,,,,man,57,autochtones,1,5,,,0,0
ituri,1047,2015,.3933212161064148,,ekwe,1.45577,29.05074,1.4566646,29.049423,,agriculture,,,,man,55,bantou,0,8,,,0,0
ituri,1052,2015,.3163670599460602,,ekwe,1.45581,29.05046,1.4566646,29.049423,,daily,,,,man,58,autochtones,1,9,,,0,0
ituri,2066,2017,.5009036064147949,133.732177734375,ekwe,1.45583,29.050393,1.4566646,29.049423,1985,agriculture,alcoholicdistillation,smallbusiness,,woman,65,bantou,0,7,0,1,0,1
ituri,2063,2017,.270878404378891,63.96443176269531,ekwe,1.45583,29.050393,1.4566646,29.049423,1980,daily,fishing,,,man,37,pygmy,1,6,0,1,0,0
ituri,2067,2017,.3293201327323914,211.2305908203125,ekwe,1.45583,29.050393,1.4566646,29.049423,2013,agriculture,livestock,smallbusiness,,man,46,bantou,0,10,0,0,0,0
ituri,2065,2017,.2678494155406952,75.00388336181641,ekwe,1.45583,29.050393,1.4566646,29.049423,1998,daily,fishing,hunt,,man,19,pygmy,1,2,1,0,0,0
ituri,2064,2017,.2418357133865356,63.96443176269531,ekwe,1.45583,29.050393,1.4566646,29.049423,1988,daily,withoutactivity,,,woman,29,pygmy,1,7,0,0,0,1
ituri,1067,2015,.383693516254425,,ekwe,1.45587,29.05043,1.4566646,29.049423,,daily,,,,man,37,autochtones,1,3,,,0,0
ituri,2068,2017,.6396008729934692,283.4447631835938,ekwe,1.455957,29.049765,1.4566646,29.049423,2002,agriculture,livestock,smallbusiness,,man,53,bantou,0,7,1,0,0,0
ituri,2069,2017,.2652022540569305,5.486046314239502,ekwe,1.455957,29.049765,1.4566646,29.049423,2001,agriculture,smallbusiness,,,man,65,bantou,0,1,0,0,0,0
ituri,2070,2017,.415048211812973,80.46266937255859,ekwe,1.455957,29.049765,1.4566646,29.049423,2005,agriculture,smallbusiness,,,man,55,bantou,0,8,1,0,0,0
ituri,2049,2017,.3247639238834381,66.22230529785156,ekwe,1.456335,29.049687,1.4566646,29.049423,1967,agriculture,alcoholicdistillation,smallbusiness,,woman,50,bantou,0,10,0,1,0,1
ituri,2050,2017,.3264947533607483,116.3641510009766,ekwe,1.456335,29.049687,1.4566646,29.049423,2010,agriculture,alcoholicdistillation,smallbusiness,,woman,57,bantou,0,6,1,0,0,1
ituri,2053,2017,.3573701083660126,105.2773971557617,ekwe,1.456335,29.049687,1.4566646,29.049423,2009,agriculture,smallbusiness,,,man,61,bantou,0,4,0,1,0,0
ituri,2051,2017,.3588209748268127,80.50997924804688,ekwe,1.456335,29.049687,1.4566646,29.049423,1954,artisan,smallbusiness,alcoholicdistillation,,man,63,bantou,0,2,1,1,0,0
ituri,2052,2017,.4704864323139191,149.6020050048828,ekwe,1.456335,29.049687,1.4566646,29.049423,1994,motorcycletaxi,agriculture,smallbusiness,,man,33,bantou,0,3,0,0,0,0
ituri,1077,2015,.5759443044662476,,ekwe,1.45635,29.04957,1.4566646,29.049423,,agriculture,,,,man,51,bantou,0,5,,,0,0
ituri,1043,2015,.3874638080596924,,ekwe,1.45641,29.04932,1.4566646,29.049423,,agriculture,,,,woman,48,bantou,0,4,,,0,1
ituri,1097,2015,.4903386831283569,,ekwe,1.45649,29.04965,1.4566646,29.049423,,agriculture,,,,man,36,bantou,0,5,,,0,0
ituri,1056,2015,.313438355922699,,ekwe,1.45662,29.04936,1.4566646,29.049423,,agriculture,,,,man,28,bantou,0,5,,,0,0
ituri,665,2015,.5261563658714294,,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,,agriculture,,,,man,44,bantou,0,7,,,0,0
ituri,3985,2019,.4039925038814545,168.6125640869141,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,2000,hunt,agriculture,,,man,18,pygmy,1,2,1,0,1,0
ituri,3980,2019,.3405062258243561,80.50997924804688,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1995,hunt,agriculture,,,man,59,pygmy,1,4,1,0,1,0
ituri,3983,2019,.2745155096054077,52.90492630004883,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1999,hunt,fishing,agriculture,,man,26,pygmy,1,1,1,0,1,0
ituri,3563,2019,.278673380613327,60.69615173339844,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1967,agriculture,alcoholicdistillation,livestock,,woman,52,bantou,0,10,1,1,0,1
ituri,3555,2019,.4628589451313019,105.3992691040039,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,2002,agriculture,livestock,,,man,50,bantou,0,7,1,1,0,0
ituri,3976,2019,.3091156482696533,80.50997924804688,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1999,withoutactivity,,,,man,54,pygmy,1,2,0,0,1,0
ituri,3561,2019,.5181511044502258,136.1886901855469,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1986,alcoholicdistillation,agriculture,,,woman,67,bantou,0,2,1,1,0,1
ituri,3701,2019,.4201375842094421,67.02472686767578,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1986,agriculture,sewing,alcoholicdistillation,smallbusiness,man,56,bantou,0,5,0,1,0,0
ituri,3982,2019,.4316871762275696,176.9857482910156,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,2001,fishing,hunt,agriculture,,man,60,bantou,0,6,1,1,0,0
ituri,3984,2019,.7486079335212708,1187.07470703125,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,2002,agriculture,business,,,man,42,bantou,0,5,1,1,0,0
ituri,3979,2019,.3405062258243561,66.70745086669922,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,2001,hunt,agriculture,,,woman,18,pygmy,1,2,1,0,1,1
ituri,3703,2019,.5182240009307861,178.1095581054688,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1988,teacher,alcoholicdistillation,agriculture,hunt,man,31,bantou,0,5,1,0,1,0
ituri,3705,2019,.452841192483902,226.1728057861328,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,2005,alcoholicdistillation,agriculture,livestock,,man,38,bantou,0,4,0,1,0,0
ituri,3551,2019,.6616091132164001,219.7622528076172,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,2000,agriculture,alcoholicdistillation,hunt,,woman,59,bantou,0,11,1,1,0,1
ituri,3562,2019,.2511488497257233,38.41862487792969,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1960,agriculture,,,,woman,59,bantou,0,2,0,1,0,1
ituri,3567,2019,.4875142872333527,258.4069213867188,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1991,agriculture,fishing,,,man,28,bantou,0,9,1,0,1,0
ituri,1068,2015,.2721672356128693,,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,,daily,,,,man,59,autochtones,1,7,,,0,0
ituri,3977,2019,.3673256039619446,66.70745086669922,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1999,fishing,agriculture,,,man,35,pygmy,1,2,1,0,1,0
ituri,3556,2019,.4639045000076294,100.031867980957,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,2015,agriculture,fishing,mining,hunt,man,27,bantou,0,2,1,0,1,0
ituri,3566,2019,.5483745336532593,144.4177703857422,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1999,agriculture,teacher,,,man,56,bantou,0,6,1,0,1,0
ituri,3700,2019,.3403360247612,117.3412246704102,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1994,agriculture,motorcycletaxi,,,man,25,bantou,0,4,1,0,1,0
ituri,3553,2019,.5481800436973572,229.0732421875,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1992,agriculture,alcoholicdistillation,,,woman,62,bantou,0,6,1,1,0,1
ituri,3565,2019,.2732997834682465,45.08036422729492,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1995,alcoholicdistillation,agriculture,,,woman,24,bantou,0,4,1,0,1,1
ituri,3698,2019,.3759816884994507,110.5482177734375,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,2012,agriculture,livestock,,,man,62,bantou,0,3,1,1,0,0
ituri,3704,2019,.6084080934524536,175.4097290039063,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,2001,teacher,livestock,agriculture,,man,49,bantou,0,5,1,1,0,0
ituri,3702,2019,.4955625236034393,141.7660827636719,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1990,hunt,livestock,fishing,artisan,man,29,pygmy,1,6,1,1,0,0
ituri,3557,2019,.4015853106975555,135.0330505371094,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1995,alcoholicdistillation,agriculture,,,man,29,bantou,0,4,1,1,0,0
ituri,3550,2019,.605441689491272,144.6636962890625,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1965,smallbusiness,agriculture,,,woman,54,bantou,0,5,1,1,0,1
ituri,3707,2019,.3444695770740509,129.5269622802734,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1983,agriculture,livestock,,,man,64,bantou,0,4,1,1,0,0
ituri,3564,2019,.426313579082489,50.58646392822266,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1982,agriculture,artisan,hunt,,man,48,bantou,0,9,1,1,0,0
ituri,3488,2019,.5516813397407532,142.0759124755859,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1977,agriculture,teacher,,,man,59,bantou,0,4,1,1,0,0
ituri,3560,2019,.1231794133782387,,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1970,withoutactivity,,,,man,49,pygmy,1,8,0,1,0,0
ituri,1085,2015,.3163670599460602,,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,,daily,,,,man,37,autochtones,1,6,,,0,0
ituri,3706,2019,.4271889626979828,92.84377288818359,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,2002,agriculture,,,,man,67,bantou,0,6,1,0,1,0
ituri,3699,2019,.3427918255329132,91.52217864990234,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1993,alcoholicdistillation,agriculture,,,man,43,bantou,0,8,1,1,0,0
ituri,3981,2019,.4914046823978424,98.18527221679688,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,2010,agriculture,livestock,,,woman,34,bantou,0,9,1,0,1,1
ituri,3975,2019,.2773117423057556,116.438720703125,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1999,hunt,agriculture,,,man,55,pygmy,1,6,1,0,1,0
ituri,3554,2019,.4576312005519867,71.78291320800781,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1992,agriculture,alcoholicdistillation,smallbusiness,fishing,man,40,bantou,0,8,1,1,0,0
ituri,3978,2019,.3084348440170288,66.70745086669922,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1999,hunt,agriculture,,,man,18,pygmy,1,2,1,0,1,0
ituri,3489,2019,.4851314127445221,85.40686798095703,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1994,agriculture,hunt,alcoholicdistillation,fishing,man,25,bantou,0,14,1,1,0,0
ituri,3558,2019,.1808057874441147,8.249120712280273,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1960,withoutactivity,,,,woman,59,pygmy,1,4,0,1,0,1
ituri,3552,2019,.3980596363544464,60.56488800048828,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1962,alcoholicdistillation,agriculture,,,woman,57,bantou,0,9,1,1,0,1
ituri,3559,2019,.2802538573741913,24.84197807312012,ekwe,1.45666462109617,29.0494226401133,1.4566646,29.049423,1999,withoutactivity,,,,man,29,pygmy,1,6,0,1,0,0
ituri,1094,2015,.3454184234142303,,ekwe,1.45679,29.04924,1.4566646,29.049423,,agriculture,,,,man,55,bantou,0,6,,,0,0
ituri,1045,2015,.2747256457805634,,ekwe,1.45692,29.04941,1.4566646,29.049423,,agriculture,,,,man,22,bantou,0,2,,,0,0
ituri,1071,2015,.4276240468025208,,ekwe,1.45732,29.04937,1.4566646,29.049423,,agriculture,,,,man,,bantou,0,5,,,0,0
ituri,2075,2017,.5534146428108215,181.7613677978516,ekwe,1.457353,29.050352,1.4566646,29.049423,1986,carpenter,agriculture,smallbusiness,,man,31,bantou,0,7,0,1,0,0
ituri,2046,2017,.51948481798172,102.6089324951172,ekwe,1.457412,29.049335,1.4566646,29.049423,1982,agriculture,carpenter,,,man,46,bantou,0,5,0,1,0,0
ituri,2047,2017,.4131392240524292,113.4425582885742,ekwe,1.457412,29.049335,1.4566646,29.049423,1967,agriculture,alcoholicdistillation,smallbusiness,,woman,55,bantou,0,6,1,1,0,1
ituri,2048,2017,.5286226868629456,165.4086151123047,ekwe,1.457412,29.049335,1.4566646,29.049423,1977,agriculture,livestock,smallbusiness,,man,57,bantou,0,6,1,1,0,0
ituri,1075,2015,.4553288817405701,,ekwe,1.45742,29.04933,1.4566646,29.049423,,agriculture,,,,man,,bantou,0,6,,,0,0
ituri,1048,2015,.3926479518413544,,ekwe,1.45767,29.0494,1.4566646,29.049423,,agriculture,,,,man,21,bantou,0,3,,,0,0
ituri,1076,2015,.355483740568161,,ekwe,1.45781,29.04926,1.4566646,29.049423,,agriculture,,,,man,,bantou,0,7,,,0,0
ituri,4376,2021,.6456797122955322,1180.912353515625,maitatu,1.458023,29.049165,1.4822899,29.048998,2009,agriculture,hunt,fishing,,man,37,bantou,0,1,1,0,1,0
ituri,4373,2021,.2850865721702576,30.34807586669922,maitatu,1.458023,29.049165,1.4822899,29.048998,1991,hunt,fishing,agriculture,,man,30,pygmy,1,5,1,0,1,0
ituri,4367,2021,.253143697977066,115.6903839111328,maitatu,1.458023,29.049165,1.4822899,29.048998,2017,agriculture,woodworking,,,man,33,bantou,0,2,1,0,1,0
ituri,4369,2021,.4341629445552826,315.1097412109375,maitatu,1.458023,29.049165,1.4822899,29.048998,2006,agriculture,smallbusiness,,,man,54,bantou,0,1,1,0,1,0
ituri,4366,2021,.3766079843044281,136.5225067138672,maitatu,1.458023,29.049165,1.4822899,29.048998,2007,agriculture,fishing,hunt,,man,42,bantou,0,4,1,0,1,0
ituri,4380,2021,.6074928641319275,1012.70361328125,pucha,1.458023,29.049165,1.4710103,29.048719,1991,agriculture,smallbusiness,,,man,30,bantou,0,7,1,0,1,0
ituri,4364,2021,.5491284728050232,208.0457458496094,ekwe,1.458023,29.049165,1.4566646,29.049423,2007,agriculture,smallbusiness,,,man,63,bantou,0,7,1,0,1,0
ituri,4381,2021,.3741508424282074,58.77560424804688,pucha,1.458023,29.049165,1.4710103,29.048719,1989,hunt,fishing,agriculture,,man,32,pygmy,1,5,1,0,1,0
ituri,4370,2021,.2850865721702576,30.34807586669922,maitatu,1.458023,29.049165,1.4822899,29.048998,2005,hunt,fishing,agriculture,,man,60,bantou,0,2,1,0,1,0
ituri,4365,2021,.4375451505184174,83.30030822753906,ekwe,1.458023,29.049165,1.4566646,29.049423,1985,agriculture,alcoholicdistillation,smallbusiness,,man,42,bantou,0,9,1,0,1,0
ituri,4379,2021,.3396640717983246,35.85417556762695,pucha,1.458023,29.049165,1.4710103,29.048719,1991,hunt,agriculture,,,man,30,pygmy,1,4,1,0,1,0
ituri,4363,2021,.4226866662502289,100.7483673095703,ekwe,1.458023,29.049165,1.4566646,29.049423,2008,agriculture,,,,man,65,bantou,0,2,1,0,1,0
ituri,4371,2021,.6390020847320557,1233.7734375,maitatu,1.458023,29.049165,1.4822899,29.048998,2016,agriculture,smallbusiness,,,man,61,bantou,0,5,1,0,1,0
ituri,4372,2021,.5231983065605164,383.5999145507813,maitatu,1.458023,29.049165,1.4822899,29.048998,1996,agriculture,alcoholicdistillation,woodworking,smallbusiness,man,32,bantou,0,6,1,0,1,0
ituri,4378,2021,.3396640717983246,30.34807586669922,pucha,1.458023,29.049165,1.4710103,29.048719,1992,hunt,fishing,agriculture,,man,29,pygmy,1,6,1,0,1,0
ituri,4377,2021,.369872510433197,90.98971557617188,maitatu,1.458023,29.049165,1.4822899,29.048998,2010,agriculture,smallbusiness,,,woman,32,bantou,0,2,1,0,1,1
ituri,4382,2021,.3721562027931213,72.26085662841797,pucha,1.458023,29.049165,1.4710103,29.048719,2009,hunt,fishing,agriculture,,man,35,pygmy,1,2,1,0,1,0
ituri,4384,2021,.5194692611694336,322.2638244628906,ekwe,1.458023,29.049165,1.4566646,29.049423,1996,agriculture,,,,man,47,bantou,0,2,0,0,1,0
ituri,4383,2021,.5513831973075867,354.8499145507813,ekwe,1.458023,29.049165,1.4566646,29.049423,1996,agriculture,alcoholicdistillation,woodworking,,man,38,bantou,0,6,1,0,1,0
ituri,4368,2021,.4567686915397644,345.0293884277344,maitatu,1.458023,29.049165,1.4822899,29.048998,2007,agriculture,alcoholicdistillation,,,woman,60,bantou,0,3,0,0,1,1
ituri,4375,2021,.2489521056413651,22.09895515441895,maitatu,1.458023,29.049165,1.4822899,29.048998,1989,hunt,fishing,agriculture,,man,32,pygmy,1,3,1,0,1,0
ituri,4362,2021,.3054085969924927,160.7506256103516,ekwe,1.458023,29.049165,1.4566646,29.049423,2013,agriculture,smallbusiness,,,man,64,bantou,0,3,1,0,1,0
ituri,4374,2021,.3149770200252533,53.26950454711914,maitatu,1.458023,29.049165,1.4822899,29.048998,2015,agriculture,,,,man,66,bantou,0,1,0,0,1,0
ituri,1020,2015,.4180300533771515,,ekwe,1.45831,29.04908,1.4566646,29.049423,,agriculture,,,,man,25,bantou,0,4,,,0,0
ituri,4338,2021,.4609892070293427,231.0909271240234,ekwe,1.458452,29.04927,1.4566646,29.049423,1999,agriculture,,,,man,58,bantou,0,11,1,0,1,0
ituri,4340,2021,.4032896757125854,108.9375076293945,ekwe,1.458452,29.04927,1.4566646,29.049423,1987,agriculture,alcoholicdistillation,fishing,,woman,34,bantou,0,3,1,0,1,1
ituri,4343,2021,.4593414664268494,258.6959838867188,ekwe,1.458452,29.04927,1.4566646,29.049423,1971,agriculture,alcoholicdistillation,fishing,,man,61,bantou,0,4,1,0,1,0
ituri,4339,2021,.371838241815567,85.99602508544922,ekwe,1.458452,29.04927,1.4566646,29.049423,1992,agriculture,alcoholicdistillation,smallbusiness,,man,33,bantou,0,5,1,0,1,0
ituri,4342,2021,.404619425535202,190.4217376708984,ekwe,1.458452,29.04927,1.4566646,29.049423,1982,agriculture,fishing,alcoholicdistillation,,man,50,bantou,0,6,1,0,1,0
ituri,4341,2021,.372011661529541,90.06741333007813,ekwe,1.458452,29.04927,1.4566646,29.049423,2010,agriculture,alcoholicdistillation,,,woman,36,bantou,0,10,1,0,1,1
ituri,1026,2015,.482057511806488,,ekwe,1.45847,29.04913,1.4566646,29.049423,,agriculture,,,,man,,bantou,0,8,,,0,0
ituri,1044,2015,.2987275421619415,,ekwe,1.45848,29.04945,1.4566646,29.049423,,agriculture,,,,man,,bantou,0,3,,,0,0
