landscape,surveyyear,id,nr,nrcollect
lac_tele,2018,5544,marantacea,1
lac_tele,2018,5545,gnetum,0
lac_tele,2018,5545,marantacea,0
lac_tele,2018,5545,firewood,0
lac_tele,2018,5545,fish,0
lac_tele,2018,5545,bushmeat,0
lac_tele,2018,5546,fish,2
lac_tele,2018,5546,marantacea,2
lac_tele,2018,5546,firewood,2
lac_tele,2018,5546,gnetum,1
lac_tele,2018,5546,bushmeat,0
lac_tele,2018,5547,marantacea,2
lac_tele,2018,5547,fish,0
lac_tele,2018,5547,gnetum,0
lac_tele,2018,5547,bushmeat,0
lac_tele,2018,5547,firewood,2
lac_tele,2018,5548,fish,7
lac_tele,2018,5548,marantacea,2
lac_tele,2018,5548,gnetum,2
lac_tele,2018,5548,firewood,2
lac_tele,2018,5548,bushmeat,0
lac_tele,2018,5549,marantacea,0
lac_tele,2018,5549,gnetum,0
lac_tele,2018,5549,fish,0
lac_tele,2018,5549,bushmeat,0
lac_tele,2018,5549,firewood,0
lac_tele,2018,5550,firewood,1
lac_tele,2018,5550,marantacea,1
lac_tele,2018,5550,bushmeat,0
lac_tele,2018,5550,fish,7
lac_tele,2018,5550,gnetum,0
lac_tele,2018,5551,marantacea,1
lac_tele,2018,5551,firewood,0
lac_tele,2018,5551,fish,0
lac_tele,2018,5551,gnetum,0
lac_tele,2018,5551,bushmeat,0
lac_tele,2018,5552,marantacea,1
lac_tele,2018,5552,bushmeat,0
lac_tele,2018,5552,gnetum,1
lac_tele,2018,5552,firewood,1
lac_tele,2018,5552,fish,4
