landscape,id,surveyyear,nr,nrcollect
ndoki,5354,2018,gnetum,2
ndoki,5354,2018,bushmeat,0
ndoki,5355,2018,bushmeat,0
ndoki,5355,2018,liana,3
ndoki,5355,2018,gnetum,2
ndoki,5355,2018,firewood,4
ndoki,5355,2018,marantaceas,2
ndoki,5356,2018,bushmeat,0
ndoki,5356,2018,firewood,1
ndoki,5356,2018,gnetum,0
ndoki,5356,2018,liana,0
ndoki,5356,2018,marantaceas,0
ndoki,5357,2018,marantaceas,1
ndoki,5357,2018,firewood,5
ndoki,5357,2018,bushmeat,0
ndoki,5357,2018,gnetum,2
ndoki,5357,2018,liana,1
ndoki,5358,2018,bushmeat,0
ndoki,5358,2018,marantaceas,0
ndoki,5358,2018,firewood,0
ndoki,5358,2018,liana,0
ndoki,5358,2018,gnetum,1
ndoki,5359,2018,gnetum,7
ndoki,5359,2018,marantaceas,2
ndoki,5359,2018,liana,1
ndoki,5359,2018,firewood,4
ndoki,5359,2018,bushmeat,0
ndoki,5360,2018,liana,0
ndoki,5360,2018,gnetum,1
ndoki,5360,2018,firewood,5
ndoki,5360,2018,marantaceas,0
ndoki,5360,2018,bushmeat,0
ndoki,5361,2018,bushmeat,1
ndoki,5361,2018,marantaceas,3
ndoki,5361,2018,liana,4
ndoki,5361,2018,gnetum,4
ndoki,5361,2018,firewood,6
ndoki,5362,2018,liana,0
ndoki,5362,2018,bushmeat,0
ndoki,5362,2018,gnetum,1
ndoki,5362,2018,marantaceas,0
ndoki,5362,2018,firewood,2
ndoki,5363,2018,liana,0
ndoki,5363,2018,bushmeat,0
ndoki,5363,2018,gnetum,3
ndoki,5363,2018,marantaceas,2
ndoki,5363,2018,firewood,4
ndoki,5364,2018,liana,0
ndoki,5364,2018,firewood,0
ndoki,5364,2018,marantaceas,0
ndoki,5364,2018,bushmeat,0
ndoki,5364,2018,gnetum,1
ndoki,5365,2018,bushmeat,0
ndoki,5365,2018,liana,0
ndoki,5365,2018,firewood,0
ndoki,5365,2018,gnetum,0
ndoki,5365,2018,marantaceas,0
ndoki,5366,2018,liana,0
ndoki,5366,2018,marantaceas,1
ndoki,5366,2018,firewood,3
ndoki,5366,2018,bushmeat,0
ndoki,5366,2018,gnetum,2
ndoki,5367,2018,bushmeat,0
ndoki,5367,2018,liana,0
ndoki,5367,2018,marantaceas,0
ndoki,5367,2018,firewood,4
ndoki,5367,2018,gnetum,0
ndoki,5368,2018,gnetum,1
ndoki,5368,2018,liana,0
ndoki,5368,2018,bushmeat,0
ndoki,5368,2018,firewood,1
ndoki,5368,2018,marantaceas,1
ndoki,5369,2018,marantaceas,3
ndoki,5369,2018,bushmeat,0
ndoki,5369,2018,liana,0
ndoki,5369,2018,gnetum,0
ndoki,5369,2018,firewood,5
ndoki,5370,2018,gnetum,0
ndoki,5370,2018,bushmeat,0
ndoki,5370,2018,liana,0
ndoki,5370,2018,firewood,0
ndoki,5370,2018,marantaceas,0
ndoki,5371,2018,gnetum,0
ndoki,5371,2018,liana,0
ndoki,5371,2018,marantaceas,0
ndoki,5371,2018,bushmeat,0
ndoki,5371,2018,firewood,0
ndoki,5372,2018,gnetum,0
ndoki,5372,2018,firewood,0
ndoki,5372,2018,bushmeat,0
ndoki,5372,2018,liana,0
ndoki,5372,2018,marantaceas,0
ndoki,5373,2018,marantaceas,2
ndoki,5373,2018,gnetum,2
ndoki,5373,2018,bushmeat,0
ndoki,5373,2018,liana,0
ndoki,5373,2018,firewood,5
ndoki,5374,2018,gnetum,0
ndoki,5374,2018,firewood,1
ndoki,5374,2018,bushmeat,1
ndoki,5374,2018,marantaceas,0
ndoki,5374,2018,liana,0
ndoki,5375,2018,liana,0
ndoki,5375,2018,marantaceas,0
ndoki,5375,2018,gnetum,0
ndoki,5375,2018,bushmeat,0
ndoki,5375,2018,firewood,0
ndoki,5376,2018,liana,0
ndoki,5376,2018,bushmeat,0
ndoki,5376,2018,gnetum,0
ndoki,5376,2018,marantaceas,0
ndoki,5376,2018,firewood,2
ndoki,5377,2018,firewood,1
ndoki,5377,2018,liana,0
ndoki,5377,2018,marantaceas,1
ndoki,5377,2018,bushmeat,0
ndoki,5377,2018,gnetum,0
ndoki,5378,2018,firewood,0
ndoki,5378,2018,gnetum,0
ndoki,5378,2018,liana,0
ndoki,5378,2018,bushmeat,1
ndoki,5378,2018,marantaceas,0
ndoki,5379,2018,gnetum,0
ndoki,5379,2018,firewood,2
ndoki,5379,2018,marantaceas,0
ndoki,5379,2018,liana,0
ndoki,5379,2018,bushmeat,0
ndoki,5380,2018,gnetum,0
ndoki,5380,2018,firewood,2
ndoki,5380,2018,bushmeat,0
ndoki,5380,2018,marantaceas,0
ndoki,5380,2018,liana,0
ndoki,5381,2018,firewood,3
ndoki,5381,2018,marantaceas,0
ndoki,5381,2018,bushmeat,0
ndoki,5381,2018,gnetum,2
ndoki,5381,2018,liana,2
ndoki,5382,2018,liana,2
ndoki,5382,2018,marantaceas,1
ndoki,5382,2018,bushmeat,0
ndoki,5382,2018,firewood,5
ndoki,5382,2018,gnetum,2
ndoki,5383,2018,marantaceas,0
ndoki,5383,2018,firewood,0
ndoki,5383,2018,liana,0
ndoki,5383,2018,gnetum,0
ndoki,5383,2018,bushmeat,0
ndoki,5384,2018,bushmeat,1
ndoki,5384,2018,gnetum,2
ndoki,5384,2018,firewood,5
ndoki,5384,2018,marantaceas,2
ndoki,5384,2018,liana,0
ndoki,5385,2018,marantaceas,4
ndoki,5385,2018,bushmeat,0
ndoki,5385,2018,firewood,6
ndoki,5385,2018,gnetum,0
ndoki,5385,2018,liana,0
ndoki,5386,2018,marantaceas,3
ndoki,5386,2018,bushmeat,0
ndoki,5386,2018,liana,0
ndoki,5386,2018,gnetum,0
ndoki,5386,2018,firewood,5
ndoki,5387,2018,firewood,0
ndoki,5387,2018,bushmeat,0
ndoki,5387,2018,gnetum,0
ndoki,5387,2018,liana,0
ndoki,5387,2018,marantaceas,0
ndoki,5388,2018,bushmeat,0
ndoki,5388,2018,liana,0
ndoki,5388,2018,marantaceas,0
ndoki,5388,2018,gnetum,0
ndoki,5388,2018,firewood,0
ndoki,5389,2018,liana,0
ndoki,5389,2018,marantaceas,0
ndoki,5389,2018,bushmeat,0
ndoki,5389,2018,firewood,0
ndoki,5389,2018,gnetum,0
ndoki,5390,2018,marantaceas,0
ndoki,5390,2018,gnetum,0
ndoki,5390,2018,firewood,0
ndoki,5390,2018,liana,0
ndoki,5390,2018,bushmeat,0
ndoki,5391,2018,gnetum,0
ndoki,5391,2018,bushmeat,0
ndoki,5391,2018,marantaceas,0
ndoki,5391,2018,firewood,0
ndoki,5391,2018,liana,0
ndoki,5392,2018,marantaceas,0
ndoki,5392,2018,liana,0
ndoki,5392,2018,gnetum,0
ndoki,5392,2018,bushmeat,0
ndoki,5392,2018,firewood,0
ndoki,5393,2018,bushmeat,0
ndoki,5393,2018,firewood,0
ndoki,5393,2018,liana,0
ndoki,5393,2018,gnetum,0
ndoki,5393,2018,marantaceas,0
ndoki,5394,2018,bushmeat,0
ndoki,5394,2018,liana,0
ndoki,5394,2018,marantaceas,0
ndoki,5394,2018,gnetum,0
ndoki,5394,2018,firewood,0
ndoki,5395,2018,liana,0
ndoki,5395,2018,bushmeat,0
ndoki,5395,2018,marantaceas,0
ndoki,5395,2018,firewood,1
ndoki,5395,2018,gnetum,0
ndoki,5396,2018,firewood,0
ndoki,5396,2018,liana,0
ndoki,5396,2018,bushmeat,0
ndoki,5396,2018,gnetum,0
ndoki,5396,2018,marantaceas,0
ndoki,5397,2018,gnetum,0
ndoki,5397,2018,liana,0
ndoki,5397,2018,marantaceas,0
ndoki,5397,2018,bushmeat,0
ndoki,5397,2018,firewood,0
ndoki,5398,2018,bushmeat,1
ndoki,5398,2018,marantaceas,0
ndoki,5398,2018,liana,1
ndoki,5398,2018,gnetum,1
ndoki,5398,2018,firewood,4
ndoki,5399,2018,bushmeat,0
ndoki,5399,2018,liana,0
ndoki,5399,2018,marantaceas,0
ndoki,5399,2018,gnetum,0
ndoki,5399,2018,firewood,5
ndoki,5400,2018,bushmeat,0
ndoki,5400,2018,gnetum,0
ndoki,5400,2018,firewood,5
ndoki,5400,2018,marantaceas,0
ndoki,5400,2018,liana,0
ndoki,5401,2018,bushmeat,0
ndoki,5401,2018,gnetum,4
ndoki,5401,2018,marantaceas,3
ndoki,5401,2018,firewood,5
ndoki,5401,2018,liana,1
ndoki,5402,2018,marantaceas,0
ndoki,5402,2018,gnetum,0
ndoki,5402,2018,bushmeat,0
ndoki,5402,2018,liana,0
ndoki,5402,2018,firewood,0
ndoki,5403,2018,marantaceas,0
ndoki,5403,2018,bushmeat,0
ndoki,5403,2018,gnetum,0
ndoki,5403,2018,firewood,0
ndoki,5403,2018,liana,0
ndoki,5650,2018,marantaceas,3
ndoki,5650,2018,gnetum,4
ndoki,5650,2018,liana,3
ndoki,5650,2018,bushmeat,1
ndoki,5650,2018,firewood,5
ndoki,5651,2018,liana,1
ndoki,5651,2018,bushmeat,0
ndoki,5651,2018,firewood,3
ndoki,5651,2018,marantaceas,4
ndoki,5651,2018,gnetum,2
ndoki,5652,2018,bushmeat,1
ndoki,5652,2018,firewood,5
ndoki,5652,2018,liana,0
ndoki,5652,2018,marantaceas,3
ndoki,5652,2018,gnetum,4
ndoki,5653,2018,liana,1
ndoki,5653,2018,gnetum,4
ndoki,5653,2018,bushmeat,0
ndoki,5653,2018,firewood,5
ndoki,5653,2018,marantaceas,5
ndoki,5654,2018,gnetum,4
ndoki,5654,2018,firewood,2
ndoki,5654,2018,marantaceas,1
ndoki,5654,2018,bushmeat,0
ndoki,5654,2018,liana,0
ndoki,5655,2018,liana,0
ndoki,5655,2018,firewood,3
ndoki,5655,2018,bushmeat,0
ndoki,5655,2018,marantaceas,0
ndoki,5655,2018,gnetum,3
ndoki,5656,2018,marantaceas,2
ndoki,5656,2018,gnetum,0
ndoki,5656,2018,bushmeat,0
ndoki,5656,2018,firewood,4
ndoki,5656,2018,liana,3
ndoki,5657,2018,marantaceas,0
ndoki,5657,2018,bushmeat,1
ndoki,5657,2018,firewood,2
ndoki,5657,2018,liana,0
ndoki,5657,2018,gnetum,4
ndoki,5658,2018,firewood,3
ndoki,5658,2018,liana,1
ndoki,5658,2018,marantaceas,0
ndoki,5658,2018,bushmeat,4
ndoki,5658,2018,gnetum,0
ndoki,5659,2018,liana,1
ndoki,5659,2018,marantaceas,0
ndoki,5659,2018,gnetum,3
ndoki,5659,2018,firewood,2
ndoki,5659,2018,bushmeat,0
ndoki,5660,2018,liana,0
ndoki,5660,2018,bushmeat,0
ndoki,5660,2018,firewood,2
ndoki,5660,2018,gnetum,4
ndoki,5660,2018,marantaceas,0
ndoki,5661,2018,gnetum,3
ndoki,5661,2018,firewood,3
ndoki,5661,2018,marantaceas,3
ndoki,5661,2018,bushmeat,0
ndoki,5661,2018,liana,0
ndoki,5662,2018,firewood,3
ndoki,5662,2018,bushmeat,1
ndoki,5662,2018,liana,1
ndoki,5662,2018,marantaceas,0
ndoki,5662,2018,gnetum,5
ndoki,5663,2018,marantaceas,1
ndoki,5663,2018,liana,0
ndoki,5663,2018,firewood,3
ndoki,5663,2018,gnetum,4
ndoki,5663,2018,bushmeat,1
ndoki,5664,2018,firewood,3
ndoki,5664,2018,liana,0
ndoki,5664,2018,marantaceas,1
ndoki,5664,2018,bushmeat,0
ndoki,5664,2018,gnetum,4
ndoki,5665,2018,marantaceas,3
ndoki,5665,2018,firewood,3
ndoki,5665,2018,liana,4
ndoki,5665,2018,gnetum,3
ndoki,5665,2018,bushmeat,0
ndoki,5666,2018,firewood,2
ndoki,5666,2018,marantaceas,0
ndoki,5666,2018,bushmeat,0
ndoki,5666,2018,gnetum,0
ndoki,5666,2018,liana,0
ndoki,5667,2018,firewood,2
ndoki,5667,2018,liana,1
ndoki,5667,2018,marantaceas,1
ndoki,5667,2018,bushmeat,0
ndoki,5667,2018,gnetum,2
ndoki,5668,2018,gnetum,7
ndoki,5668,2018,firewood,2
ndoki,5668,2018,liana,1
ndoki,5668,2018,marantaceas,0
ndoki,5668,2018,bushmeat,0
ndoki,5669,2018,liana,0
ndoki,5669,2018,firewood,2
ndoki,5669,2018,bushmeat,0
ndoki,5669,2018,marantaceas,0
ndoki,5669,2018,gnetum,4
ndoki,5670,2018,gnetum,5
ndoki,5670,2018,firewood,2
ndoki,5670,2018,marantaceas,0
ndoki,5670,2018,liana,0
ndoki,5670,2018,bushmeat,0
ndoki,5671,2018,firewood,4
ndoki,5671,2018,marantaceas,7
ndoki,5671,2018,liana,0
ndoki,5671,2018,gnetum,4
ndoki,5671,2018,bushmeat,0
ndoki,5672,2018,firewood,2
ndoki,5672,2018,gnetum,3
ndoki,5672,2018,liana,2
ndoki,5672,2018,marantaceas,1
ndoki,5672,2018,bushmeat,0
ndoki,5673,2018,firewood,4
ndoki,5673,2018,gnetum,0
ndoki,5673,2018,marantaceas,1
ndoki,5673,2018,bushmeat,0
ndoki,5673,2018,liana,0
ndoki,5674,2018,marantaceas,2
ndoki,5674,2018,liana,3
ndoki,5674,2018,gnetum,1
ndoki,5674,2018,firewood,2
ndoki,5674,2018,bushmeat,0
ndoki,5675,2018,firewood,2
ndoki,5675,2018,liana,1
ndoki,5675,2018,marantaceas,1
ndoki,5675,2018,bushmeat,0
ndoki,5675,2018,gnetum,2
ndoki,5676,2018,gnetum,2
ndoki,5676,2018,bushmeat,0
ndoki,5676,2018,firewood,3
ndoki,5676,2018,marantaceas,0
ndoki,5676,2018,liana,0
ndoki,5677,2018,bushmeat,0
ndoki,5677,2018,marantaceas,1
ndoki,5677,2018,gnetum,4
ndoki,5677,2018,firewood,2
ndoki,5677,2018,liana,0
ndoki,5678,2018,firewood,2
ndoki,5678,2018,gnetum,0
ndoki,5678,2018,bushmeat,0
ndoki,5678,2018,liana,0
ndoki,5678,2018,marantaceas,0
ndoki,5679,2018,firewood,2
ndoki,5679,2018,bushmeat,0
ndoki,5679,2018,gnetum,5
ndoki,5679,2018,marantaceas,0
ndoki,5679,2018,liana,0
ndoki,5680,2020,nr_freq,0
ndoki,5680,2020,bushmeat,0
ndoki,5680,2020,liana,0
ndoki,5680,2020,marantaceas,0
ndoki,5680,2020,gnetum,0
ndoki,5680,2020,firewood,0
ndoki,5681,2020,liana,0
ndoki,5681,2020,marantaceas,0
ndoki,5681,2020,bushmeat,0
ndoki,5681,2020,gnetum,0
ndoki,5681,2020,firewood,0
ndoki,5682,2020,firewood,0
ndoki,5682,2020,liana,0
ndoki,5682,2020,bushmeat,0
ndoki,5682,2020,gnetum,0
ndoki,5682,2020,marantaceas,0
ndoki,5683,2020,firewood,0
ndoki,5683,2020,gnetum,0
ndoki,5683,2020,marantaceas,0
ndoki,5683,2020,bushmeat,0
ndoki,5683,2020,liana,0
ndoki,5684,2020,firewood,0
ndoki,5684,2020,marantaceas,0
ndoki,5684,2020,bushmeat,0
ndoki,5684,2020,liana,0
ndoki,5684,2020,gnetum,0
ndoki,5685,2020,marantaceas,0
ndoki,5685,2020,liana,0
ndoki,5685,2020,firewood,0
ndoki,5685,2020,bushmeat,0
ndoki,5685,2020,gnetum,0
ndoki,5686,2020,bushmeat,0
ndoki,5686,2020,marantaceas,0
ndoki,5686,2020,liana,0
ndoki,5686,2020,gnetum,0
ndoki,5686,2020,firewood,0
ndoki,5687,2020,gnetum,0
ndoki,5687,2020,bushmeat,0
ndoki,5687,2020,liana,0
ndoki,5687,2020,marantaceas,0
ndoki,5687,2020,firewood,0
ndoki,5688,2020,marantaceas,0
ndoki,5688,2020,liana,0
ndoki,5688,2020,firewood,2
ndoki,5688,2020,gnetum,0
ndoki,5688,2020,bushmeat,0
ndoki,5689,2020,bushmeat,0
ndoki,5689,2020,marantaceas,0
ndoki,5689,2020,liana,0
ndoki,5689,2020,firewood,0
ndoki,5689,2020,gnetum,0
ndoki,5690,2020,bushmeat,0
ndoki,5690,2020,firewood,0
ndoki,5690,2020,gnetum,0
ndoki,5690,2020,liana,0
ndoki,5690,2020,marantaceas,0
ndoki,5691,2020,firewood,0
ndoki,5691,2020,liana,0
ndoki,5691,2020,bushmeat,0
ndoki,5691,2020,marantaceas,0
ndoki,5691,2020,gnetum,0
ndoki,5692,2020,liana,0
ndoki,5692,2020,firewood,0
ndoki,5692,2020,bushmeat,0
ndoki,5692,2020,marantaceas,0
ndoki,5692,2020,gnetum,0
ndoki,5693,2020,gnetum,0
ndoki,5693,2020,liana,0
ndoki,5693,2020,firewood,2
ndoki,5693,2020,bushmeat,0
ndoki,5693,2020,marantaceas,0
ndoki,5694,2020,firewood,0
ndoki,5694,2020,liana,0
ndoki,5694,2020,bushmeat,0
ndoki,5694,2020,gnetum,0
ndoki,5694,2020,marantaceas,0
ndoki,5695,2020,gnetum,0
ndoki,5695,2020,liana,0
ndoki,5695,2020,marantaceas,0
ndoki,5695,2020,firewood,0
ndoki,5695,2020,bushmeat,0
ndoki,5696,2020,liana,0
ndoki,5696,2020,firewood,0
ndoki,5696,2020,gnetum,0
ndoki,5696,2020,marantaceas,0
ndoki,5696,2020,bushmeat,0
ndoki,5697,2020,liana,0
ndoki,5697,2020,firewood,0
ndoki,5697,2020,gnetum,0
ndoki,5697,2020,marantaceas,0
ndoki,5697,2020,bushmeat,0
ndoki,5698,2020,bushmeat,0
ndoki,5698,2020,liana,0
ndoki,5698,2020,gnetum,0
ndoki,5698,2020,marantaceas,0
ndoki,5698,2020,firewood,0
ndoki,5699,2020,gnetum,0
ndoki,5699,2020,liana,0
ndoki,5699,2020,bushmeat,0
ndoki,5699,2020,marantaceas,0
ndoki,5699,2020,firewood,0
ndoki,5700,2020,liana,0
ndoki,5700,2020,bushmeat,0
ndoki,5700,2020,firewood,1
ndoki,5700,2020,marantaceas,0
ndoki,5700,2020,gnetum,0
ndoki,5701,2020,gnetum,0
ndoki,5701,2020,firewood,0
ndoki,5701,2020,bushmeat,0
ndoki,5701,2020,marantaceas,0
ndoki,5701,2020,liana,0
ndoki,5702,2020,gnetum,0
ndoki,5702,2020,marantaceas,0
ndoki,5702,2020,bushmeat,0
ndoki,5702,2020,firewood,0
ndoki,5702,2020,liana,0
ndoki,5703,2020,firewood,0
ndoki,5703,2020,gnetum,0
ndoki,5703,2020,bushmeat,0
ndoki,5703,2020,marantaceas,0
ndoki,5703,2020,liana,0
ndoki,5704,2020,marantaceas,0
ndoki,5704,2020,liana,0
ndoki,5704,2020,gnetum,0
ndoki,5704,2020,bushmeat,0
ndoki,5704,2020,firewood,0
ndoki,5705,2020,bushmeat,0
ndoki,5705,2020,marantaceas,0
ndoki,5705,2020,gnetum,0
ndoki,5705,2020,liana,0
ndoki,5705,2020,firewood,0
ndoki,5706,2020,liana,0
ndoki,5706,2020,marantaceas,3
ndoki,5706,2020,firewood,3
ndoki,5706,2020,gnetum,2
ndoki,5706,2020,bushmeat,0
ndoki,5707,2020,bushmeat,0
ndoki,5707,2020,gnetum,0
ndoki,5707,2020,liana,0
ndoki,5707,2020,firewood,2
ndoki,5707,2020,marantaceas,3
ndoki,5708,2020,liana,0
ndoki,5708,2020,firewood,2
ndoki,5708,2020,bushmeat,0
ndoki,5708,2020,gnetum,1
ndoki,5708,2020,marantaceas,2
ndoki,5709,2020,gnetum,0
ndoki,5709,2020,firewood,7
ndoki,5709,2020,marantaceas,0
ndoki,5709,2020,bushmeat,0
ndoki,5709,2020,liana,0
ndoki,5710,2020,marantaceas,1
ndoki,5710,2020,liana,0
ndoki,5710,2020,bushmeat,0
ndoki,5710,2020,firewood,2
ndoki,5710,2020,gnetum,0
ndoki,5711,2020,gnetum,0
ndoki,5711,2020,bushmeat,0
ndoki,5711,2020,firewood,1
ndoki,5711,2020,marantaceas,0
ndoki,5711,2020,liana,0
ndoki,5712,2020,bushmeat,0
ndoki,5712,2020,firewood,1
ndoki,5712,2020,liana,0
ndoki,5712,2020,marantaceas,0
ndoki,5712,2020,gnetum,0
ndoki,5713,2020,bushmeat,3
ndoki,5713,2020,liana,1
ndoki,5713,2020,gnetum,7
ndoki,5713,2020,marantaceas,7
ndoki,5713,2020,firewood,7
ndoki,5714,2020,firewood,7
ndoki,5714,2020,liana,1
ndoki,5714,2020,marantaceas,7
ndoki,5714,2020,gnetum,7
ndoki,5714,2020,bushmeat,2
ndoki,5715,2020,bushmeat,0
ndoki,5715,2020,liana,0
ndoki,5715,2020,marantaceas,7
ndoki,5715,2020,gnetum,7
ndoki,5715,2020,firewood,7
ndoki,5716,2020,bushmeat,0
ndoki,5716,2020,liana,0
ndoki,5716,2020,gnetum,0
ndoki,5716,2020,marantaceas,0
ndoki,5716,2020,firewood,0
ndoki,5717,2020,marantaceas,1
ndoki,5717,2020,gnetum,2
ndoki,5717,2020,bushmeat,0
ndoki,5717,2020,liana,1
ndoki,5717,2020,firewood,2
ndoki,5718,2020,gnetum,5
ndoki,5718,2020,liana,0
ndoki,5718,2020,bushmeat,0
ndoki,5718,2020,firewood,6
ndoki,5718,2020,marantaceas,5
ndoki,5719,2020,bushmeat,0
ndoki,5719,2020,liana,0
ndoki,5719,2020,marantaceas,0
ndoki,5719,2020,firewood,7
ndoki,5719,2020,gnetum,0
ndoki,5720,2020,bushmeat,0
ndoki,5720,2020,gnetum,0
ndoki,5720,2020,marantaceas,0
ndoki,5720,2020,firewood,4
ndoki,5720,2020,liana,3
ndoki,5721,2020,marantaceas,0
ndoki,5721,2020,liana,2
ndoki,5721,2020,firewood,7
ndoki,5721,2020,bushmeat,0
ndoki,5721,2020,gnetum,4
ndoki,5722,2020,liana,0
ndoki,5722,2020,firewood,7
ndoki,5722,2020,marantaceas,3
ndoki,5722,2020,bushmeat,0
ndoki,5722,2020,gnetum,7
ndoki,5723,2020,bushmeat,0
ndoki,5723,2020,marantaceas,7
ndoki,5723,2020,firewood,7
ndoki,5723,2020,gnetum,7
ndoki,5723,2020,liana,1
ndoki,5724,2020,bushmeat,4
ndoki,5724,2020,gnetum,7
ndoki,5724,2020,marantaceas,6
ndoki,5724,2020,liana,0
ndoki,5724,2020,firewood,7
ndoki,5725,2020,liana,6
ndoki,5725,2020,marantaceas,0
ndoki,5725,2020,firewood,7
ndoki,5725,2020,bushmeat,0
ndoki,5725,2020,gnetum,0
ndoki,5726,2020,marantaceas,0
ndoki,5726,2020,bushmeat,0
ndoki,5726,2020,liana,0
ndoki,5726,2020,gnetum,0
ndoki,5726,2020,firewood,0
ndoki,5727,2020,liana,0
ndoki,5727,2020,gnetum,0
ndoki,5727,2020,firewood,0
ndoki,5727,2020,marantaceas,0
ndoki,5727,2020,bushmeat,0
ndoki,5728,2020,liana,0
ndoki,5728,2020,marantaceas,0
ndoki,5728,2020,firewood,0
ndoki,5728,2020,bushmeat,0
ndoki,5728,2020,gnetum,0
ndoki,5729,2020,firewood,0
ndoki,5729,2020,marantaceas,0
ndoki,5729,2020,liana,0
ndoki,5729,2020,gnetum,0
ndoki,5729,2020,bushmeat,0
ndoki,5730,2020,bushmeat,0
ndoki,5730,2020,liana,0
ndoki,5730,2020,gnetum,0
ndoki,5730,2020,firewood,0
ndoki,5730,2020,marantaceas,0
ndoki,5731,2020,gnetum,0
ndoki,5731,2020,liana,0
ndoki,5731,2020,firewood,0
ndoki,5731,2020,marantaceas,0
ndoki,5731,2020,bushmeat,0
ndoki,5732,2020,firewood,0
ndoki,5732,2020,marantaceas,0
ndoki,5732,2020,bushmeat,0
ndoki,5732,2020,gnetum,0
ndoki,5732,2020,liana,0
ndoki,5733,2020,bushmeat,0
ndoki,5733,2020,gnetum,0
ndoki,5733,2020,firewood,0
ndoki,5733,2020,marantaceas,0
ndoki,5733,2020,liana,0
ndoki,5734,2020,liana,0
ndoki,5734,2020,bushmeat,0
ndoki,5734,2020,gnetum,0
ndoki,5734,2020,firewood,0
ndoki,5734,2020,marantaceas,0
ndoki,5735,2020,gnetum,3
ndoki,5735,2020,bushmeat,1
ndoki,5735,2020,firewood,2
ndoki,5735,2020,liana,0
ndoki,5735,2020,marantaceas,0
ndoki,5736,2020,liana,2
ndoki,5736,2020,marantaceas,2
ndoki,5736,2020,firewood,4
ndoki,5736,2020,gnetum,0
ndoki,5736,2020,bushmeat,0
ndoki,5737,2020,firewood,6
ndoki,5737,2020,liana,0
ndoki,5737,2020,gnetum,0
ndoki,5737,2020,marantaceas,0
ndoki,5737,2020,bushmeat,2
ndoki,5738,2020,bushmeat,0
ndoki,5738,2020,gnetum,0
ndoki,5738,2020,firewood,0
ndoki,5738,2020,liana,0
ndoki,5738,2020,marantaceas,0
ndoki,5739,2020,firewood,5
ndoki,5739,2020,gnetum,0
ndoki,5739,2020,marantaceas,0
ndoki,5739,2020,bushmeat,0
ndoki,5739,2020,liana,0
ndoki,5740,2020,liana,0
ndoki,5740,2020,marantaceas,0
ndoki,5740,2020,bushmeat,0
ndoki,5740,2020,firewood,0
ndoki,5740,2020,gnetum,0
ndoki,5741,2020,marantaceas,0
ndoki,5741,2020,gnetum,0
ndoki,5741,2020,bushmeat,0
ndoki,5741,2020,liana,0
ndoki,5741,2020,firewood,3
ndoki,5742,2020,bushmeat,0
ndoki,5742,2020,gnetum,0
ndoki,5742,2020,marantaceas,0
ndoki,5742,2020,liana,0
ndoki,5742,2020,firewood,2
ndoki,5743,2020,gnetum,0
ndoki,5743,2020,bushmeat,5
ndoki,5743,2020,firewood,5
ndoki,5743,2020,liana,0
ndoki,5743,2020,marantaceas,5
ndoki,5744,2020,marantaceas,0
ndoki,5744,2020,gnetum,0
ndoki,5744,2020,bushmeat,0
ndoki,5744,2020,firewood,4
ndoki,5744,2020,liana,0
ndoki,5745,2020,firewood,6
ndoki,5745,2020,gnetum,3
ndoki,5745,2020,bushmeat,0
ndoki,5745,2020,liana,0
ndoki,5745,2020,marantaceas,0
ndoki,5746,2020,bushmeat,0
ndoki,5746,2020,marantaceas,0
ndoki,5746,2020,gnetum,0
ndoki,5746,2020,liana,0
ndoki,5746,2020,firewood,2
ndoki,5747,2020,liana,0
ndoki,5747,2020,gnetum,0
ndoki,5747,2020,firewood,5
ndoki,5747,2020,bushmeat,0
ndoki,5747,2020,marantaceas,0
ndoki,5748,2020,liana,0
ndoki,5748,2020,firewood,2
ndoki,5748,2020,gnetum,0
ndoki,5748,2020,marantaceas,0
ndoki,5748,2020,bushmeat,0
ndoki,5749,2020,gnetum,0
ndoki,5749,2020,liana,0
ndoki,5749,2020,marantaceas,0
ndoki,5749,2020,bushmeat,0
ndoki,5749,2020,firewood,0
ndoki,5750,2020,gnetum,0
ndoki,5750,2020,bushmeat,0
ndoki,5750,2020,firewood,4
ndoki,5750,2020,marantaceas,0
ndoki,5750,2020,liana,0
ndoki,5751,2020,gnetum,6
ndoki,5751,2020,bushmeat,0
ndoki,5751,2020,liana,2
ndoki,5751,2020,firewood,5
ndoki,5751,2020,marantaceas,5
ndoki,5752,2020,bushmeat,0
ndoki,5752,2020,firewood,6
ndoki,5752,2020,marantaceas,0
ndoki,5752,2020,liana,0
ndoki,5752,2020,gnetum,0
ndoki,5753,2020,bushmeat,0
ndoki,5753,2020,marantaceas,0
ndoki,5753,2020,liana,0
ndoki,5753,2020,firewood,0
ndoki,5753,2020,gnetum,0
ndoki,5754,2020,gnetum,4
ndoki,5754,2020,firewood,4
ndoki,5754,2020,marantaceas,4
ndoki,5754,2020,bushmeat,3
ndoki,5754,2020,liana,0
ndoki,5755,2020,bushmeat,0
ndoki,5755,2020,gnetum,5
ndoki,5755,2020,liana,0
ndoki,5755,2020,firewood,5
ndoki,5755,2020,marantaceas,5
ndoki,5756,2020,marantaceas,3
ndoki,5756,2020,firewood,6
ndoki,5756,2020,bushmeat,0
ndoki,5756,2020,gnetum,3
ndoki,5756,2020,liana,0
ndoki,5757,2020,bushmeat,0
ndoki,5757,2020,firewood,5
