landscape,surveyyear,id,gs,necessary,have,quantity,price
ndoki,2018,5338,freezer,0,0,0,null
ndoki,2018,5338,jerrycan 25l,1,1,1,null
ndoki,2018,5339,lance,0,0,0,null
ndoki,2018,5339,hairdresser,1,0,0,null
ndoki,2018,5339,hurricane lamp,1,1,1,null
ndoki,2018,5339,protein once week,1,1,0,null
ndoki,2018,5339,brick house metal roof,0,0,0,null
ndoki,2018,5339,money school,1,1,0,null
ndoki,2018,5339,field half ha,1,0,0,null
ndoki,2018,5339,sewing machine,0,0,0,null
ndoki,2018,5339,bed and mattress,1,1,1,null
ndoki,2018,5339,canoe,1,0,0,null
ndoki,2018,5339,drinking water 15min,1,1,0,null
ndoki,2018,5339,moto,0,0,0,null
ndoki,2018,5339,natural resources 1h,1,1,0,null
ndoki,2018,5339,meal 2 day,1,1,0,null
ndoki,2018,5339,sport ground,1,1,0,null
ndoki,2018,5339,access employment,1,1,0,null
ndoki,2018,5339,chicken,1,0,0,null
ndoki,2018,5339,women care provided women,1,0,0,null
ndoki,2018,5339,freezer,0,0,0,null
ndoki,2018,5339,pot,1,1,4,null
ndoki,2018,5339,adult learning,1,1,0,null
ndoki,2018,5339,jewelry,1,1,3,null
ndoki,2018,5339,table chairs,1,0,0,null
ndoki,2018,5339,new clothes,1,1,0,null
ndoki,2018,5339,generator,0,0,0,null
ndoki,2018,5339,machete,1,1,1,null
ndoki,2018,5339,jerrycan 25l,1,1,2,null
ndoki,2018,5339,equipped pharmacy village,1,0,0,null
ndoki,2018,5339,sheep breeding,0,0,0,null
ndoki,2018,5339,work without discrimination,1,1,0,null
ndoki,2018,5339,fishing net,1,0,0,null
ndoki,2018,5339,cookstove,1,0,0,null
ndoki,2018,5339,mosquito net,1,1,1,null
ndoki,2018,5339,women decision village,1,1,0,null
ndoki,2018,5339,tv,1,0,0,null
ndoki,2018,5339,gun,1,0,0,null
ndoki,2018,5339,phone,1,0,0,null
ndoki,2018,5340,sport ground,1,1,0,null
ndoki,2018,5340,gun,1,0,0,null
ndoki,2018,5340,new clothes,1,1,0,null
ndoki,2018,5340,mosquito net,1,1,3,null
ndoki,2018,5340,adult learning,1,1,0,null
ndoki,2018,5340,jewelry,1,1,6,null
ndoki,2018,5340,tv,1,1,1,null
ndoki,2018,5340,machete,1,1,3,null
ndoki,2018,5340,protein once week,1,1,0,null
ndoki,2018,5340,women care provided women,0,0,0,null
ndoki,2018,5340,bed and mattress,1,1,3,null
ndoki,2018,5340,table chairs,1,1,1,null
ndoki,2018,5340,canoe,1,1,1,null
ndoki,2018,5340,meal 2 day,1,1,0,null
ndoki,2018,5340,chicken,1,1,9,null
ndoki,2018,5340,field half ha,0,0,0,null
ndoki,2018,5340,lance,0,0,0,null
ndoki,2018,5340,jerrycan 25l,1,1,5,null
ndoki,2018,5340,drinking water 15min,1,1,0,null
ndoki,2018,5340,pot,1,1,7,null
ndoki,2018,5340,natural resources 1h,1,1,0,null
ndoki,2018,5340,equipped pharmacy village,1,0,0,null
ndoki,2018,5340,fishing net,1,1,2,null
ndoki,2018,5340,sheep breeding,1,0,0,null
ndoki,2018,5340,moto,1,0,0,null
ndoki,2018,5340,hurricane lamp,1,1,1,null
ndoki,2018,5340,women decision village,1,1,0,null
ndoki,2018,5340,freezer,1,0,0,null
ndoki,2018,5340,generator,1,0,0,null
ndoki,2018,5340,money school,1,1,0,null
ndoki,2018,5340,cookstove,1,0,0,null
ndoki,2018,5340,phone,1,1,1,null
ndoki,2018,5340,sewing machine,0,0,0,null
ndoki,2018,5340,brick house metal roof,1,0,0,null
ndoki,2018,5340,hairdresser,1,1,0,null
ndoki,2018,5340,work without discrimination,1,1,0,null
ndoki,2018,5340,access employment,1,1,0,null
ndoki,2018,5341,sport ground,1,0,0,null
ndoki,2018,5341,canoe,1,1,2,null
ndoki,2018,5341,sewing machine,0,0,0,null
ndoki,2018,5341,brick house metal roof,0,0,0,null
ndoki,2018,5341,protein once week,1,1,0,null
ndoki,2018,5341,women decision village,1,1,0,null
ndoki,2018,5341,access employment,1,0,0,null
ndoki,2018,5341,bed and mattress,1,1,2,null
ndoki,2018,5341,machete,1,1,5,null
ndoki,2018,5341,jerrycan 25l,1,1,2,null
ndoki,2018,5341,generator,0,0,0,null
ndoki,2018,5341,jewelry,1,1,2,null
ndoki,2018,5341,new clothes,1,0,0,null
ndoki,2018,5341,work without discrimination,1,1,0,null
ndoki,2018,5341,tv,0,0,0,null
ndoki,2018,5341,moto,0,0,0,null
ndoki,2018,5341,sheep breeding,1,1,4,null
ndoki,2018,5341,freezer,0,0,0,null
ndoki,2018,5341,mosquito net,1,1,3,null
ndoki,2018,5341,field half ha,1,0,3,null
ndoki,2018,5341,equipped pharmacy village,1,0,0,null
ndoki,2018,5341,money school,1,1,0,null
ndoki,2018,5341,drinking water 15min,1,0,0,null
ndoki,2018,5341,cookstove,1,1,1,null
ndoki,2018,5341,lance,1,1,5,null
ndoki,2018,5341,chicken,1,1,7,null
ndoki,2018,5341,pot,1,1,4,null
ndoki,2018,5341,gun,1,0,0,null
ndoki,2018,5341,hairdresser,0,0,0,null
ndoki,2018,5341,hurricane lamp,1,1,4,null
ndoki,2018,5341,table chairs,1,1,1,null
ndoki,2018,5341,women care provided women,1,0,0,null
ndoki,2018,5341,fishing net,1,1,12,null
ndoki,2018,5341,meal 2 day,1,1,0,null
ndoki,2018,5341,natural resources 1h,1,1,0,null
ndoki,2018,5341,adult learning,1,0,0,null
ndoki,2018,5341,phone,1,1,1,null
ndoki,2018,5342,brick house metal roof,1,0,0,null
ndoki,2018,5342,phone,1,0,0,null
ndoki,2018,5342,moto,0,0,0,null
ndoki,2018,5342,mosquito net,1,1,4,null
ndoki,2018,5342,hurricane lamp,1,1,1,null
ndoki,2018,5342,freezer,1,0,0,null
ndoki,2018,5342,sheep breeding,1,0,0,null
ndoki,2018,5342,jerrycan 25l,1,1,5,null
ndoki,2018,5342,hairdresser,1,1,0,null
ndoki,2018,5342,adult learning,1,1,0,null
ndoki,2018,5342,machete,1,1,2,null
ndoki,2018,5342,protein once week,1,1,0,null
ndoki,2018,5342,table chairs,1,1,1,null
ndoki,2018,5342,sewing machine,0,0,0,null
ndoki,2018,5342,jewelry,1,1,3,null
ndoki,2018,5342,women care provided women,1,1,0,null
ndoki,2018,5342,drinking water 15min,1,1,0,null
ndoki,2018,5342,cookstove,0,0,0,null
ndoki,2018,5342,field half ha,1,1,1,null
ndoki,2018,5342,women decision village,1,1,0,null
ndoki,2018,5342,gun,1,0,0,null
ndoki,2018,5342,equipped pharmacy village,1,0,0,null
ndoki,2018,5342,natural resources 1h,1,1,0,null
ndoki,2018,5342,new clothes,1,1,0,null
ndoki,2018,5342,meal 2 day,1,1,0,null
ndoki,2018,5342,work without discrimination,1,1,0,null
ndoki,2018,5342,generator,0,0,0,null
ndoki,2018,5342,fishing net,1,1,1,null
ndoki,2018,5342,money school,1,1,0,null
ndoki,2018,5342,canoe,1,0,0,null
ndoki,2018,5342,sport ground,1,1,0,null
ndoki,2018,5342,tv,1,1,2,null
ndoki,2018,5342,chicken,1,1,17,null
ndoki,2018,5342,lance,0,0,0,null
ndoki,2018,5342,pot,1,1,13,null
ndoki,2018,5342,access employment,1,1,0,null
ndoki,2018,5342,bed and mattress,1,1,3,null
ndoki,2018,5343,women care provided women,1,0,0,null
ndoki,2018,5343,cookstove,0,0,0,null
ndoki,2018,5343,work without discrimination,1,0,0,null
ndoki,2018,5343,jewelry,1,1,2,null
ndoki,2018,5343,phone,0,0,0,null
ndoki,2018,5343,chicken,1,1,1,null
ndoki,2018,5343,hairdresser,0,0,0,null
ndoki,2018,5343,hurricane lamp,1,1,1,null
ndoki,2018,5343,lance,1,1,2,null
ndoki,2018,5343,meal 2 day,1,0,0,null
ndoki,2018,5343,adult learning,0,0,0,null
ndoki,2018,5343,pot,1,1,1,null
ndoki,2018,5343,fishing net,1,0,0,null
ndoki,2018,5343,sewing machine,0,0,0,null
ndoki,2018,5343,field half ha,1,1,2,null
ndoki,2018,5343,moto,0,0,0,null
ndoki,2018,5343,generator,0,0,0,null
ndoki,2018,5343,table chairs,1,0,0,null
ndoki,2018,5343,canoe,1,0,0,null
ndoki,2018,5343,money school,1,0,0,null
ndoki,2018,5343,women decision village,1,1,0,null
ndoki,2018,5343,protein once week,1,1,0,null
ndoki,2018,5343,gun,1,0,0,null
ndoki,2018,5343,tv,0,0,0,null
ndoki,2018,5343,mosquito net,1,1,2,null
ndoki,2018,5343,new clothes,1,0,0,null
ndoki,2018,5343,brick house metal roof,0,0,0,null
ndoki,2018,5343,bed and mattress,1,0,0,null
ndoki,2018,5343,equipped pharmacy village,1,0,0,null
ndoki,2018,5343,drinking water 15min,1,0,0,null
ndoki,2018,5343,jerrycan 25l,1,1,1,null
ndoki,2018,5343,sheep breeding,1,0,0,null
ndoki,2018,5343,access employment,1,0,0,null
ndoki,2018,5343,freezer,0,0,0,null
ndoki,2018,5343,natural resources 1h,1,1,0,null
ndoki,2018,5343,machete,1,1,5,null
ndoki,2018,5343,sport ground,1,0,0,null
ndoki,2018,5344,lance,1,1,1,null
ndoki,2018,5344,canoe,1,0,0,null
ndoki,2018,5344,hurricane lamp,1,1,2,null
ndoki,2018,5344,work without discrimination,1,1,0,null
ndoki,2018,5344,chicken,1,0,0,null
ndoki,2018,5344,sewing machine,0,0,0,null
ndoki,2018,5344,new clothes,1,0,0,null
ndoki,2018,5344,bed and mattress,1,1,1,null
ndoki,2018,5344,women decision village,1,1,0,null
ndoki,2018,5344,tv,1,0,0,null
ndoki,2018,5344,access employment,1,1,0,null
ndoki,2018,5344,table chairs,0,0,0,null
ndoki,2018,5344,sport ground,1,1,0,null
ndoki,2018,5344,field half ha,1,0,0,null
ndoki,2018,5344,jewelry,1,1,2,null
ndoki,2018,5344,generator,0,0,0,null
ndoki,2018,5344,meal 2 day,1,1,0,null
ndoki,2018,5344,gun,1,0,0,null
ndoki,2018,5344,cookstove,0,0,0,null
ndoki,2018,5344,natural resources 1h,1,0,0,null
ndoki,2018,5344,phone,0,0,0,null
ndoki,2018,5344,fishing net,1,0,0,null
ndoki,2018,5344,equipped pharmacy village,1,0,0,null
ndoki,2018,5344,women care provided women,1,0,0,null
ndoki,2018,5344,moto,0,0,0,null
ndoki,2018,5344,pot,1,1,3,null
ndoki,2018,5344,drinking water 15min,1,1,0,null
ndoki,2018,5344,jerrycan 25l,1,1,1,null
ndoki,2018,5344,machete,1,1,1,null
ndoki,2018,5344,brick house metal roof,0,0,0,null
ndoki,2018,5344,hairdresser,1,0,0,null
ndoki,2018,5344,mosquito net,1,1,2,null
ndoki,2018,5344,protein once week,1,1,0,null
ndoki,2018,5344,adult learning,1,1,0,null
ndoki,2018,5344,freezer,0,0,0,null
ndoki,2018,5344,money school,1,1,0,null
ndoki,2018,5344,sheep breeding,1,0,0,null
ndoki,2018,5345,hairdresser,0,0,0,null
ndoki,2018,5345,tv,1,0,0,null
ndoki,2018,5345,mosquito net,1,1,3,null
ndoki,2018,5345,adult learning,1,1,0,null
ndoki,2018,5345,moto,1,0,0,null
ndoki,2018,5345,sport ground,1,1,0,null
ndoki,2018,5345,brick house metal roof,0,0,0,null
ndoki,2018,5345,hurricane lamp,1,1,2,null
ndoki,2018,5345,cookstove,1,1,1,null
ndoki,2018,5345,machete,1,1,3,null
ndoki,2018,5345,women decision village,1,1,0,null
ndoki,2018,5345,protein once week,1,1,0,null
ndoki,2018,5345,canoe,1,1,3,null
ndoki,2018,5345,table chairs,1,1,1,null
ndoki,2018,5345,equipped pharmacy village,1,1,0,null
ndoki,2018,5345,sheep breeding,1,0,0,null
ndoki,2018,5345,sewing machine,1,0,0,null
ndoki,2018,5345,women care provided women,0,0,0,null
ndoki,2018,5345,money school,1,1,0,null
ndoki,2018,5345,chicken,1,1,5,null
ndoki,2018,5345,fishing net,0,0,0,null
ndoki,2018,5345,generator,1,0,0,null
ndoki,2018,5345,gun,1,1,2,null
ndoki,2018,5345,jewelry,1,1,3,null
ndoki,2018,5345,phone,1,0,0,null
ndoki,2018,5345,drinking water 15min,1,0,0,null
ndoki,2018,5345,natural resources 1h,1,0,0,null
ndoki,2018,5345,new clothes,1,1,0,null
ndoki,2018,5345,field half ha,1,1,2,null
ndoki,2018,5345,freezer,1,0,0,null
ndoki,2018,5345,lance,1,1,3,null
ndoki,2018,5345,work without discrimination,1,0,0,null
ndoki,2018,5345,meal 2 day,1,1,0,null
ndoki,2018,5345,jerrycan 25l,1,1,4,null
ndoki,2018,5345,access employment,1,0,0,null
ndoki,2018,5345,bed and mattress,1,1,3,null
ndoki,2018,5345,pot,1,1,5,null
ndoki,2018,5346,canoe,1,1,1,null
ndoki,2018,5346,jewelry,1,1,3,null
ndoki,2018,5346,hairdresser,1,0,0,null
ndoki,2018,5346,equipped pharmacy village,1,0,0,null
ndoki,2018,5346,sheep breeding,1,0,0,null
ndoki,2018,5346,chicken,1,0,0,null
ndoki,2018,5346,gun,1,0,0,null
ndoki,2018,5346,women decision village,1,1,0,null
ndoki,2018,5346,sewing machine,0,0,0,null
ndoki,2018,5346,brick house metal roof,1,0,0,null
ndoki,2018,5346,drinking water 15min,1,1,0,null
ndoki,2018,5346,access employment,1,0,0,null
ndoki,2018,5346,fishing net,0,0,0,null
ndoki,2018,5346,money school,1,0,0,null
ndoki,2018,5346,field half ha,1,0,0,null
ndoki,2018,5346,women care provided women,1,0,0,null
ndoki,2018,5346,cookstove,1,0,0,null
ndoki,2018,5346,lance,0,0,0,null
ndoki,2018,5346,table chairs,1,0,0,null
ndoki,2018,5346,work without discrimination,1,1,0,null
ndoki,2018,5346,freezer,1,0,0,null
ndoki,2018,5346,generator,1,0,0,null
ndoki,2018,5346,machete,1,0,0,null
ndoki,2018,5346,new clothes,1,1,0,null
ndoki,2018,5346,phone,1,1,2,null
ndoki,2018,5346,bed and mattress,1,1,2,null
ndoki,2018,5346,natural resources 1h,1,1,0,null
ndoki,2018,5346,tv,1,0,0,null
ndoki,2018,5346,jerrycan 25l,1,1,10,null
ndoki,2018,5346,mosquito net,1,1,2,null
ndoki,2018,5346,adult learning,1,0,0,null
ndoki,2018,5346,meal 2 day,1,1,0,null
ndoki,2018,5346,hurricane lamp,1,1,1,null
ndoki,2018,5346,moto,1,1,1,null
ndoki,2018,5346,pot,1,1,4,null
ndoki,2018,5346,sport ground,1,1,0,null
ndoki,2018,5346,protein once week,1,1,0,null
ndoki,2018,5347,pot,1,1,3,null
ndoki,2018,5347,generator,1,0,0,null
ndoki,2018,5347,canoe,1,0,0,null
ndoki,2018,5347,jerrycan 25l,1,1,3,null
ndoki,2018,5347,brick house metal roof,0,0,0,null
ndoki,2018,5347,machete,1,1,2,null
ndoki,2018,5347,women decision village,1,1,0,null
ndoki,2018,5347,tv,1,1,1,null
ndoki,2018,5347,adult learning,1,0,0,null
ndoki,2018,5347,meal 2 day,1,1,0,null
ndoki,2018,5347,sheep breeding,1,1,30,null
ndoki,2018,5347,bed and mattress,1,1,3,null
ndoki,2018,5347,new clothes,0,0,0,null
ndoki,2018,5347,hurricane lamp,1,1,1,null
ndoki,2018,5347,work without discrimination,1,1,0,null
ndoki,2018,5347,sport ground,1,1,0,null
ndoki,2018,5347,natural resources 1h,1,1,0,null
ndoki,2018,5347,cookstove,0,0,0,null
ndoki,2018,5347,equipped pharmacy village,1,0,0,null
ndoki,2018,5347,hairdresser,1,0,0,null
ndoki,2018,5347,women care provided women,1,1,0,null
ndoki,2018,5347,lance,0,0,0,null
ndoki,2018,5347,mosquito net,1,1,3,null
ndoki,2018,5347,chicken,1,1,10,null
ndoki,2018,5347,drinking water 15min,1,1,0,null
ndoki,2018,5347,phone,1,0,0,null
ndoki,2018,5347,field half ha,1,1,2,null
ndoki,2018,5347,moto,1,0,0,null
ndoki,2018,5347,sewing machine,0,0,0,null
ndoki,2018,5347,jewelry,1,1,0,null
ndoki,2018,5347,money school,1,0,0,null
ndoki,2018,5347,fishing net,1,0,0,null
ndoki,2018,5347,gun,1,1,2,null
ndoki,2018,5347,freezer,1,0,0,null
ndoki,2018,5347,access employment,1,0,0,null
ndoki,2018,5347,protein once week,1,1,0,null
ndoki,2018,5347,table chairs,1,1,1,null
ndoki,2018,5348,drinking water 15min,1,1,0,null
ndoki,2018,5348,women care provided women,1,0,0,null
ndoki,2018,5348,protein once week,1,1,0,null
ndoki,2018,5348,work without discrimination,1,1,0,null
ndoki,2018,5348,hurricane lamp,1,0,0,null
ndoki,2018,5348,moto,0,0,0,null
ndoki,2018,5348,money school,1,0,0,null
ndoki,2018,5348,adult learning,1,0,0,null
ndoki,2018,5348,jerrycan 25l,1,0,0,null
ndoki,2018,5348,pot,1,1,3,null
ndoki,2018,5348,equipped pharmacy village,0,0,0,null
ndoki,2018,5348,field half ha,0,0,0,null
ndoki,2018,5348,cookstove,0,0,0,null
ndoki,2018,5348,gun,1,0,0,null
ndoki,2018,5348,lance,0,0,0,null
ndoki,2018,5348,fishing net,1,0,0,null
ndoki,2018,5348,sport ground,1,1,0,null
ndoki,2018,5348,new clothes,1,0,0,null
ndoki,2018,5348,machete,1,1,1,null
ndoki,2018,5348,natural resources 1h,1,1,0,null
ndoki,2018,5348,freezer,0,0,0,null
ndoki,2018,5348,tv,1,0,0,null
ndoki,2018,5348,mosquito net,1,1,1,null
ndoki,2018,5348,bed and mattress,1,0,0,null
ndoki,2018,5348,canoe,1,1,1,null
ndoki,2018,5348,generator,0,0,0,null
ndoki,2018,5348,jewelry,1,1,2,null
ndoki,2018,5348,brick house metal roof,0,0,0,null
ndoki,2018,5348,table chairs,1,0,0,null
ndoki,2018,5348,sheep breeding,0,0,0,null
ndoki,2018,5348,access employment,1,0,0,null
ndoki,2018,5348,phone,0,0,0,null
ndoki,2018,5348,sewing machine,0,0,0,null
ndoki,2018,5348,meal 2 day,1,0,0,null
ndoki,2018,5348,chicken,1,0,0,null
ndoki,2018,5348,women decision village,1,1,0,null
ndoki,2018,5348,hairdresser,1,0,0,null
ndoki,2018,5349,adult learning,1,1,0,null
ndoki,2018,5349,women decision village,1,1,0,null
ndoki,2018,5349,freezer,0,0,0,null
ndoki,2018,5349,field half ha,1,1,3,null
ndoki,2018,5349,new clothes,0,0,0,null
ndoki,2018,5349,sewing machine,0,0,0,null
ndoki,2018,5349,jewelry,0,1,1,null
ndoki,2018,5349,mosquito net,1,1,2,null
ndoki,2018,5349,chicken,1,1,15,null
ndoki,2018,5349,hairdresser,1,0,0,null
ndoki,2018,5349,tv,1,0,0,null
ndoki,2018,5349,money school,1,1,0,null
ndoki,2018,5349,cookstove,1,0,0,null
ndoki,2018,5349,natural resources 1h,1,1,0,null
ndoki,2018,5349,work without discrimination,1,1,0,null
ndoki,2018,5349,hurricane lamp,1,1,2,null
ndoki,2018,5349,canoe,1,1,3,null
ndoki,2018,5349,moto,1,0,0,null
ndoki,2018,5349,bed and mattress,1,1,2,null
ndoki,2018,5349,lance,1,1,2,null
ndoki,2018,5349,sheep breeding,0,0,0,null
ndoki,2018,5349,drinking water 15min,1,0,0,null
ndoki,2018,5349,gun,1,1,1,null
ndoki,2018,5349,protein once week,1,1,0,null
ndoki,2018,5349,access employment,1,0,0,null
ndoki,2018,5349,brick house metal roof,0,0,0,null
ndoki,2018,5349,equipped pharmacy village,1,1,0,null
ndoki,2018,5349,phone,1,0,0,null
ndoki,2018,5349,pot,1,1,7,null
ndoki,2018,5349,sport ground,1,1,0,null
ndoki,2018,5349,jerrycan 25l,1,1,4,null
ndoki,2018,5349,fishing net,0,0,0,null
ndoki,2018,5349,machete,1,1,3,null
ndoki,2018,5349,table chairs,1,1,1,null
ndoki,2018,5349,meal 2 day,1,1,0,null
ndoki,2018,5349,generator,1,0,0,null
ndoki,2018,5349,women care provided women,0,0,0,null
ndoki,2018,5350,table chairs,1,1,1,null
ndoki,2018,5350,protein once week,1,1,0,null
ndoki,2018,5350,bed and mattress,1,1,2,null
ndoki,2018,5350,sewing machine,0,0,0,null
ndoki,2018,5350,drinking water 15min,1,1,0,null
ndoki,2018,5350,hairdresser,1,0,0,null
ndoki,2018,5350,sport ground,1,1,0,null
ndoki,2018,5350,meal 2 day,1,1,0,null
ndoki,2018,5350,machete,1,0,0,null
ndoki,2018,5350,jerrycan 25l,1,1,7,null
ndoki,2018,5350,money school,1,1,0,null
ndoki,2018,5350,freezer,1,0,0,null
ndoki,2018,5350,pot,1,1,7,null
ndoki,2018,5350,chicken,0,0,0,null
ndoki,2018,5350,access employment,1,1,0,null
ndoki,2018,5350,cookstove,1,1,1,null
ndoki,2018,5350,new clothes,1,1,0,null
ndoki,2018,5350,women care provided women,1,1,0,null
ndoki,2018,5350,jewelry,1,1,4,null
ndoki,2018,5350,adult learning,1,1,0,null
ndoki,2018,5350,sheep breeding,0,0,0,null
ndoki,2018,5350,hurricane lamp,1,1,2,null
ndoki,2018,5350,mosquito net,1,1,2,null
ndoki,2018,5350,fishing net,0,0,0,null
ndoki,2018,5350,gun,0,0,0,null
ndoki,2018,5350,brick house metal roof,1,0,0,null
ndoki,2018,5350,work without discrimination,1,1,0,null
ndoki,2018,5350,equipped pharmacy village,1,0,0,null
ndoki,2018,5350,women decision village,1,1,0,null
ndoki,2018,5350,phone,1,1,1,null
ndoki,2018,5350,generator,1,0,0,null
ndoki,2018,5350,field half ha,0,0,0,null
ndoki,2018,5350,tv,1,1,1,null
ndoki,2018,5350,canoe,0,0,0,null
ndoki,2018,5350,lance,0,0,0,null
ndoki,2018,5350,natural resources 1h,1,1,0,null
ndoki,2018,5350,moto,0,0,0,null
ndoki,2018,5351,hairdresser,1,0,0,null
ndoki,2018,5351,canoe,1,0,0,null
ndoki,2018,5351,natural resources 1h,1,1,0,null
ndoki,2018,5351,sheep breeding,1,0,0,null
ndoki,2018,5351,field half ha,1,1,3,null
ndoki,2018,5351,mosquito net,1,1,2,null
ndoki,2018,5351,drinking water 15min,1,0,0,null
ndoki,2018,5351,meal 2 day,1,1,0,null
ndoki,2018,5351,jewelry,0,0,0,null
ndoki,2018,5351,access employment,1,0,0,null
ndoki,2018,5351,adult learning,1,1,0,null
ndoki,2018,5351,hurricane lamp,1,1,1,null
ndoki,2018,5351,equipped pharmacy village,1,0,0,null
ndoki,2018,5351,brick house metal roof,0,0,0,null
ndoki,2018,5351,tv,1,0,0,null
ndoki,2018,5351,women care provided women,0,0,0,null
ndoki,2018,5351,new clothes,1,1,0,null
ndoki,2018,5351,phone,1,0,0,null
ndoki,2018,5351,lance,1,1,1,null
ndoki,2018,5351,generator,1,0,0,null
ndoki,2018,5351,protein once week,1,1,0,null
ndoki,2018,5351,work without discrimination,1,0,0,null
ndoki,2018,5351,machete,1,1,2,null
ndoki,2018,5351,fishing net,0,0,0,null
ndoki,2018,5351,sewing machine,1,0,0,null
ndoki,2018,5351,gun,1,0,0,null
ndoki,2018,5351,moto,1,0,0,null
ndoki,2018,5351,bed and mattress,1,1,2,null
ndoki,2018,5351,women decision village,1,1,0,null
ndoki,2018,5351,money school,1,1,0,null
ndoki,2018,5351,freezer,1,0,0,null
ndoki,2018,5351,table chairs,1,0,0,null
ndoki,2018,5351,cookstove,0,0,0,null
ndoki,2018,5351,pot,1,1,4,null
ndoki,2018,5351,jerrycan 25l,1,1,3,null
ndoki,2018,5351,sport ground,1,1,0,null
ndoki,2018,5351,chicken,1,1,5,null
ndoki,2018,5352,tv,1,1,2,null
ndoki,2018,5352,women decision village,1,1,0,null
ndoki,2018,5352,meal 2 day,1,1,0,null
ndoki,2018,5352,canoe,0,0,0,null
ndoki,2018,5352,adult learning,1,1,0,null
ndoki,2018,5352,natural resources 1h,1,1,0,null
ndoki,2018,5352,work without discrimination,1,1,0,null
ndoki,2018,5352,hurricane lamp,1,1,2,null
ndoki,2018,5352,new clothes,1,1,0,null
ndoki,2018,5352,equipped pharmacy village,1,0,0,null
ndoki,2018,5352,freezer,1,1,1,null
ndoki,2018,5352,sheep breeding,0,0,0,null
ndoki,2018,5352,drinking water 15min,1,1,0,null
ndoki,2018,5352,jerrycan 25l,1,1,9,null
ndoki,2018,5352,cookstove,1,1,1,null
ndoki,2018,5352,access employment,1,1,0,null
ndoki,2018,5352,money school,1,1,0,null
ndoki,2018,5352,moto,0,0,0,null
ndoki,2018,5352,fishing net,0,0,0,null
ndoki,2018,5352,pot,1,1,17,null
ndoki,2018,5352,protein once week,1,1,0,null
ndoki,2018,5352,table chairs,1,1,1,null
ndoki,2018,5352,phone,1,1,4,null
ndoki,2018,5352,women care provided women,1,0,0,null
ndoki,2018,5352,machete,1,1,2,null
ndoki,2018,5352,hairdresser,1,1,0,null
ndoki,2018,5352,brick house metal roof,1,0,0,null
ndoki,2018,5352,bed and mattress,1,1,3,null
ndoki,2018,5352,jewelry,1,1,6,null
ndoki,2018,5352,sewing machine,0,0,0,null
ndoki,2018,5352,chicken,1,1,1,null
ndoki,2018,5352,field half ha,0,0,0,null
ndoki,2018,5352,mosquito net,1,1,4,null
ndoki,2018,5352,sport ground,1,1,0,null
ndoki,2018,5352,generator,1,0,0,null
ndoki,2018,5352,gun,0,0,0,null
ndoki,2018,5352,lance,0,0,0,null
ndoki,2018,5353,adult learning,1,1,0,null
ndoki,2018,5353,moto,1,0,0,null
ndoki,2018,5353,new clothes,0,0,0,null
ndoki,2018,5353,work without discrimination,1,1,0,null
ndoki,2018,5353,freezer,1,0,0,null
ndoki,2018,5353,mosquito net,1,1,3,null
ndoki,2018,5353,bed and mattress,1,1,3,null
ndoki,2018,5353,jewelry,0,1,2,null
ndoki,2018,5353,canoe,1,1,1,null
ndoki,2018,5353,natural resources 1h,1,0,0,null
ndoki,2018,5353,pot,1,1,8,null
ndoki,2018,5353,meal 2 day,1,1,0,null
ndoki,2018,5353,cookstove,0,0,0,null
ndoki,2018,5353,phone,1,0,0,null
ndoki,2018,5353,sheep breeding,1,1,6,null
ndoki,2018,5353,tv,1,0,0,null
ndoki,2018,5353,brick house metal roof,1,0,0,null
ndoki,2018,5353,sewing machine,0,0,0,null
ndoki,2018,5353,protein once week,1,1,0,null
ndoki,2018,5353,equipped pharmacy village,1,1,0,null
ndoki,2018,5353,machete,1,1,5,null
ndoki,2018,5353,money school,1,1,0,null
ndoki,2018,5353,field half ha,1,1,3,null
ndoki,2018,5353,lance,1,1,1,null
ndoki,2018,5353,women decision village,1,1,0,null
ndoki,2018,5353,generator,1,0,0,null
ndoki,2018,5353,gun,1,1,2,null
ndoki,2018,5353,jerrycan 25l,1,1,3,null
ndoki,2018,5353,sport ground,1,1,0,null
ndoki,2018,5353,fishing net,1,1,6,null
ndoki,2018,5353,women care provided women,0,0,0,null
ndoki,2018,5353,hurricane lamp,1,1,3,null
ndoki,2018,5353,hairdresser,1,0,0,null
ndoki,2018,5353,drinking water 15min,1,0,0,null
ndoki,2018,5353,access employment,1,0,0,null
ndoki,2018,5353,table chairs,1,1,1,null
ndoki,2018,5353,chicken,1,1,30,null
ndoki,2018,5354,bed and mattress,1,1,1,null
ndoki,2018,5354,brick house metal roof,1,1,1,null
ndoki,2018,5354,adult learning,1,1,0,null
ndoki,2018,5354,canoe,0,0,0,null
ndoki,2018,5354,moto,0,0,0,null
ndoki,2018,5354,fishing net,0,0,0,null
ndoki,2018,5354,protein once week,1,1,0,null
ndoki,2018,5354,equipped pharmacy village,1,0,0,null
ndoki,2018,5354,phone,1,1,2,null
ndoki,2018,5354,generator,1,0,0,null
ndoki,2018,5354,lance,0,0,0,null
ndoki,2018,5354,sport ground,1,1,0,null
ndoki,2018,5354,meal 2 day,1,1,0,null
ndoki,2018,5354,work without discrimination,1,1,0,null
ndoki,2018,5354,jerrycan 25l,1,1,4,null
ndoki,2018,5354,field half ha,0,0,0,null
ndoki,2018,5354,jewelry,1,1,2,null
